idx	stored	current	delta	agree	sentence
1208	8	8	0.021882	1	Peleg!” said Bildad, lifting his eyes and hands, “thou thyself, as I myself, hast seen many a perilous time; thou knowes
1209	1888	1888	0.515506	1	Thou beliest thine own heart, Peleg.
1210	1558	1558	0.132956	1	Tell me, when this same Pequod here had her three masts overboard in that typhoon on Japan, that same voyage when thou w
1211	1504	1504	0.018767	1	When every moment we thought the ship would sink!
1212	638	638	0.102251	1	Death and the Judgment then?
1213	2874	2874	0.229391	1	With all three masts making such an everlasting thundering against the side; and every sea breaking over us, fore and af
1214	2145	2145	0.280262	1	Think of Death and the Judgment then?
1215	2602	2602	0.029508	1	no time to think about Death then.
1216	1888	1888	0.041598	1	Life was what Captain Ahab and I was thinking of; and how to save all hands—how to rig jury-masts—how to get into the ne
1217	945	945	0.105913	1	There he stood, very quietly overlooking some sailmakers who were mending a top-sail in the waist.
1218	1903	1903	0.187083	1	Now and then he stooped to pick up a patch, or save an end of tarred twine, which otherwise might have been wasted.
1219	2073	2073	0.232552	1	“Shipmates, have ye shipped in that ship?” Queequeg and I had just left the Pequod, and were sauntering away from the wa
1220	1790	1790	0.244687	1	He was but shabbily apparelled in faded jacket and patched trowsers; a rag of a black handkerchief investing his neck.
1221	1790	1790	0.039991	1	A confluent small-pox had in all directions flowed over his face, and left it like the complicated ribbed bed of a torre
1222	1102	1102	0.044118	1	“Have ye shipped in her?” he repeated.
1223	688	688	0.002389	1	“You mean the ship Pequod, I suppose,” said I, trying to gain a little more time for an uninterrupted look at him.
1224	688	688	0.299992	1	“Aye, the Pequod—that ship there,” he said, drawing back his whole arm, and then rapidly shoving it straight out from hi
1225	1790	1790	0.018724	1	“Yes,” said I, “we have just signed the articles.” “Anything down there about your souls?” “About what?” “Oh, perhaps yo
1226	1790	1790	0.283420	1	“No matter though, I know many chaps that hav’n’t got any,—good luck to ’em; and they are all the better off for it.
1227	8	8	0.169403	1	A soul’s a sort of a fifth wheel to a wagon.” “What are you jabbering about, shipmate?” said I.
1228	246	246	0.621772	1	“_He’s_ got enough, though, to make up for all deficiencies of that sort in other chaps,” abruptly said the stranger, pl
1229	1102	1102	0.068924	1	“Queequeg,” said I, “let’s go; this fellow has broken loose from somewhere; he’s talking about something and somebody we
1230	1790	1790	0.215746	1	“Ye said true—ye hav’n’t seen Old Thunder yet, have ye?” “Who’s Old Thunder?” said I, again riveted with the insane earn
1231	1581	1581	0.058297	1	the captain of our ship, the Pequod?” “Aye, among some of us old sailor chaps, he goes by that name.
1232	1790	1790	0.327592	1	Ye hav’n’t seen him yet, have ye?” “No, we hav’n’t.
1233	1594	1594	0.323643	1	He’s sick they say, but is getting better, and will be all right again before long.” “All right again before long!” laug
1234	2761	2761	0.205746	1	“Look ye; when Captain Ahab is all right, then this left arm of mine will be all right; not before.” “What do you know a
1235	550	550	0.103801	1	Say that!” “They didn’t tell much of anything about him; only I’ve heard that he’s a good whale-hunter, and a good capta
1236	592	592	0.000065	1	But you must jump when he gives an order.
1237	961	961	0.132699	1	Step and growl; growl and go—that’s the word with Captain Ahab.
1238	2287	2287	0.331406	1	But nothing about that thing that happened to him off Cape Horn, long ago, when he lay like dead for three days and nigh
1239	1790	1790	0.022074	1	Nothing about the silver calabash he spat into?
1240	1888	1888	0.194445	1	And nothing about his losing his leg last voyage, according to the prophecy.
1241	8	8	0.237821	1	Didn’t ye hear a word about them matters and something more, eh?
1242	8	8	0.500447	1	No, I don’t think ye did; how could ye?
1243	1888	1888	0.331690	1	Not all Nantucket, I guess.
1244	8	8	0.203807	1	But hows’ever, mayhap, ye’ve heard tell about the leg, and how he lost it; aye, ye have heard of that, I dare say.
1245	1156	1156	0.603572	1	Oh yes, _that_ every one knows a’most—I mean they know he’s only one leg; and that a parmacetti took the other off.” “My
1246	3055	3055	0.022671	1	But if you are speaking of Captain Ahab, of that ship there, the Pequod, then let me tell you, that I know all about the
1247	1790	1790	0.034036	1	Names down on the papers?
1248	1843	1843	0.604906	1	Well, well, what’s signed, is signed; and what’s to be, will be; and then again, perhaps it won’t be, after all.
1249	8	8	0.061359	1	Anyhow, it’s all fixed and arranged a’ready; and some sailors or other must go with him, I suppose; as well these as any
1250	2874	2874	0.457684	1	Morning to ye, shipmates, morning; the ineffable heavens bless ye; I’m sorry I stopped ye.” “Look here, friend,” said I,
1251	3007	3007	0.101788	1	Morning to ye, shipmates, morning!
1252	1795	1795	0.272283	1	when ye get there, tell ’em I’ve concluded not to make one of ’em.” “Ah, my dear fellow, you can’t fool us that way—you 
1253	1102	1102	0.842130	1	It is the easiest thing in the world for a man to look as if he had a great secret in him.” “Morning to ye, shipmates, m
1254	2145	2145	0.340556	1	“Come along, Queequeg, let’s leave this crazy man.
1255	2145	2145	0.364043	1	But stop, tell me your name, will you?” “Elijah.” Elijah!
1256	1790	1790	0.017235	1	thought I, and we walked away, both commenting, after each other’s fashion, upon this ragged old sailor; and agreed that
1257	1767	1767	0.458375	1	But we had not gone perhaps above a hundred yards, when chancing to turn a corner, and looking back as I did so, who sho
1258	1767	1767	0.192480	1	Somehow, the sight of him struck me so, that I said nothing to Queequeg of his being behind, but passed on with my comra
1259	2073	2073	0.424263	1	He did; and then it seemed to me that he was dogging us, but with what intent I could not for the life of me imagine.
1260	2073	2073	0.439029	1	This circumstance, coupled with his ambiguous, half-hinting, half-revealing, shrouded sort of talk, now begat in me all 
1261	771	771	0.006218	1	I was resolved to satisfy myself whether this ragged Elijah was really dogging us or not, and with that intent crossed t
1262	1888	1888	0.079583	1	But Elijah passed on, without seeming to notice us.
1263	386	386	0.259332	1	This relieved me; and once more, and finally as it seemed to me, I pronounced him in my heart, a humbug.
1264	1888	1888	0.098492	1	A day or two passed, and there was great activity aboard the Pequod.
1265	2742	2742	0.814053	1	Not only were the old sails being mended, but new sails were coming on board, and bolts of canvas, and coils of rigging;
1266	1581	1581	0.015965	1	Captain Peleg seldom or never went ashore, but sat in his wigwam keeping a sharp look-out upon the hands: Bildad did all
1267	2528	2528	0.241009	1	On the day following Queequeg’s signing the articles, word was given at all the inns where the ship’s company were stopp
1268	2073	2073	0.785937	1	So Queequeg and I got down our traps, resolving, however, to sleep ashore till the last.
1269	1888	1888	0.125934	1	But it seems they always give very long notice in these cases, and the ship did not sail for several days.
1270	1613	1613	0.101278	1	But no wonder; there was a good deal to be done, and there is no telling how many things to be thought of, before the Pe
1271	2330	2330	0.387962	1	Every one knows what a multitude of things—beds, sauce-pans, knives and forks, shovels and tongs, napkins, nut-crackers,
1272	1790	1790	0.076988	1	Just so with whaling, which necessitates a three-years’ housekeeping upon the wide ocean, far from all grocers, costermo
1273	2741	2741	0.007532	1	And though this also holds true of merchant vessels, yet not by any means to the same extent as with whalemen.
1274	2661	2661	0.064761	1	For besides the great length of the whaling voyage, the numerous articles peculiar to the prosecution of the fishery, an
1275	1888	1888	0.257534	1	Hence, the spare boats, spare spars, and spare lines and harpoons, and spare everythings, almost, but a spare Captain an
1276	2073	2073	0.130340	1	At the period of our arrival at the Island, the heaviest storage of the Pequod had been almost completed; comprising her
1277	541	541	0.165965	1	But, as before hinted, for some time there was a continual fetching and carrying on board of divers odds and ends of thi
1278	1372	1372	0.222996	1	Chief among those who did this fetching and carrying was Captain Bildad’s sister, a lean old lady of a most determined a
1279	1422	1422	0.008293	1	At one time she would come on board with a jar of pickles for the steward’s pantry; another time with a bunch of quills 
1280	1206	1206	0.307798	1	Never did any woman better deserve her name, which was Charity—Aunt Charity, as everybody called her.
1281	2659	2659	1.003333	1	And like a sister of charity did this charitable Aunt Charity bustle about hither and thither, ready to turn her hand an
1282	2073	2073	0.627746	1	But it was startling to see this excellent hearted Quakeress coming on board, as she did the last day, with a long oil-l
1283	62	62	0.114477	1	Nor was Bildad himself nor Captain Peleg at all backward.
1284	2098	2098	0.581209	1	As for Bildad, he carried about with him a long list of the articles needed, and at every fresh arrival, down went his m
1285	593	593	0.081999	1	Every once in a while Peleg came hobbling out of his whalebone den, roaring at the men down the hatchways, roaring up to
1286	427	427	0.024483	1	During these days of preparation, Queequeg and I often visited the craft, and as often I asked about Captain Ahab, and h
1287	2659	2659	0.940686	1	To these questions they would answer, that he was getting better and better, and was expected aboard every day; meantime
1288	2808	2808	0.506111	1	If I had been downright honest with myself, I would have seen very plainly in my heart that I did but half fancy being c
1289	1594	1594	0.000476	1	But when a man suspects any wrong, it sometimes happens that if he be already involved in the matter, he insensibly stri
1290	1888	1888	0.195200	1	And much this way it was with me.
1291	1888	1888	0.369143	1	I said nothing, and tried to think nothing.
1292	1888	1888	0.070896	1	At last it was given out that some time next day the ship would certainly sail.
1293	1888	1888	0.273432	1	So next morning, Queequeg and I took a very early start.
1294	2874	2874	0.877911	1	It was nearly six o’clock, but only grey imperfect misty dawn, when we drew nigh the wharf.
1295	548	548	0.409686	1	“There are some sailors running ahead there, if I see right,” said I to Queequeg, “it can’t be shadows; she’s off by sun
1296	1102	1102	0.477714	1	“Going aboard?” “Hands off, will you,” said I.
1297	688	688	0.556978	1	“Lookee here,” said Queequeg, shaking himself, “go ’way!” “Ain’t going aboard, then?” “Yes, we are,” said I, “but what b
1298	2898	2898	0.327581	1	Do you know, Mr. Elijah, that I consider you a little impertinent?” “No, no, no; I wasn’t aware of that,” said Elijah, s
1299	688	688	0.455498	1	“Elijah,” said I, “you will oblige my friend and me by withdrawing.
1300	2659	2659	0.377151	1	We are going to the Indian and Pacific Oceans, and would prefer not to be detained.” “Ye be, be ye?
1301	548	548	0.266751	1	Coming back afore breakfast?” “He’s cracked, Queequeg,” said I, “come on.” “Holloa!” cried stationary Elijah, hailing us
1302	548	548	0.606939	1	“Never mind him,” said I, “Queequeg, come on.” But he stole up to us again, and suddenly clapping his hand on my shoulde
1303	688	688	0.017751	1	“Morning to ye.” Once more we quitted him; but once more he came softly after us; and touching my shoulder again, said, 
1304	1888	1888	0.049081	1	“Find who?” “Morning to ye!
1305	8	8	0.450182	1	morning to ye!” he rejoined, again moving off.
1306	1888	1888	0.168952	1	I was going to warn ye against—but never mind, never mind—it’s all one, all in the family too;—sharp frost this morning,
1307	1790	1790	0.094463	1	Shan’t see ye again very soon, I guess; unless it’s before the Grand Jury.” And with these cracked words he finally depa
1308	178	178	0.076072	1	At last, stepping on board the Pequod, we found everything in profound quiet, not a soul moving.
1309	2874	2874	0.221011	1	The cabin entrance was locked within; the hatches were all on, and lumbered with coils of rigging.
1310	938	938	0.067981	1	Going forward to the forecastle, we found the slide of the scuttle open.
1311	2215	2215	0.136860	1	Seeing a light, we went down, and found only an old rigger there, wrapped in a tattered pea-jacket.
1312	1821	1821	0.043793	1	He was thrown at whole length upon two chests, his face downwards and inclosed in his folded arms.
1313	1888	1888	0.439879	1	The profoundest slumber slept upon him.
1314	688	688	0.185044	1	“Those sailors we saw, Queequeg, where can they have gone to?” said I, looking dubiously at the sleeper.
1315	1934	1934	0.530635	1	But it seemed that, when on the wharf, Queequeg had not at all noticed what I now alluded to; hence I would have thought
1316	202	202	0.090215	1	But I beat the thing down; and again marking the sleeper, jocularly hinted to Queequeg that perhaps we had best sit up w
1317	664	664	0.302543	1	He put his hand upon the sleeper’s rear, as though feeling if it was soft enough; and then, without more ado, sat quietl
1318	8	8	0.417812	1	Queequeg, don’t sit there,” said I.
1319	8	8	0.183738	1	perry dood seat,” said Queequeg, “my country way; won’t hurt him face.” “Face!” said I, “call that his face?
1320	1790	1790	0.401145	1	very benevolent countenance then; but how hard he breathes, he’s heaving himself; get off, Queequeg, you are heavy, it’s
1321	8	8	0.236815	1	Look, he’ll twitch you off soon.
1322	8	8	0.661380	1	I wonder he don’t wake.” Queequeg removed himself to just beyond the head of the sleeper, and lighted his tomahawk pipe.
1323	1888	1888	0.367464	1	I sat at the feet.
1324	1888	1888	0.203445	1	We kept the pipe passing over the sleeper, from one to the other.
1325	2874	2874	0.551752	1	Meanwhile, upon questioning him in his broken fashion, Queequeg gave me to understand that, in his land, owing to the ab
1326	1888	1888	0.033217	1	Besides, it was very convenient on an excursion; much better than those garden-chairs which are convertible into walking
1327	1098	1098	0.458719	1	While narrating these things, every time Queequeg received the tomahawk from me, he flourished the hatchet-side of it ov
1328	688	688	0.018581	1	“What’s that for, Queequeg?” “Perry easy, kill-e; oh!
1329	1178	1178	0.705331	1	perry easy!” He was going on with some wild reminiscences about his tomahawk-pipe, which, it seemed, had in its two uses
1330	1594	1594	0.313776	1	The strong vapor now completely filling the contracted hole, it began to tell upon him.
1331	2707	2707	0.117898	1	He breathed with a sort of muffledness; then seemed troubled in the nose; then revolved over once or twice; then sat up 
1332	688	688	0.163383	1	“Holloa!” he breathed at last, “who be ye smokers?” “Shipped men,” answered I, “when does she sail?” “Aye, aye, ye are g
1333	1888	1888	0.193730	1	The Captain came aboard last night.” “What Captain?—Ahab?” “Who but him indeed?” I was going to ask him some further que
1334	1888	1888	0.716321	1	Starbuck’s astir,” said the rigger.
1335	202	202	0.194659	1	“He’s a lively chief mate, that; good man, and a pious; but all alive now, I must turn to.” And so saying he went on dec
1336	1888	1888	0.645055	1	It was now clear sunrise.
1337	2659	2659	0.812939	1	Soon the crew came on board in twos and threes; the riggers bestirred themselves; the mates were actively engaged; and s
1338	1888	1888	0.162355	1	Meanwhile Captain Ahab remained invisibly enshrined within his cabin.
1339	206	206	0.208613	1	At length, towards noon, upon the final dismissal of the ship’s riggers, and after the Pequod had been hauled out from t
1340	1888	1888	0.075486	1	Captain Ahab is all ready—just spoke to him—nothing more to be got from shore, eh?
1341	1843	1843	0.952319	1	Well, call all hands, then.
1342	2609	2609	0.037506	1	Muster ’em aft here—blast ’em!” “No need of profane words, however great the hurry, Peleg,” said Bildad, “but away with 
1343	1399	1399	0.181535	1	Here upon the very point of starting for the voyage, Captain Peleg and Captain Bildad were going it with a high hand on 
1344	427	427	0.017583	1	And, as for Captain Ahab, no sign of him was yet to be seen; only, they said he was in the cabin.
1345	1504	1504	0.220266	1	But then, the idea was, that his presence was by no means necessary in getting the ship under weigh, and steering her we
1346	427	427	0.043528	1	Indeed, as that was not at all his proper business, but the pilot’s; and as he was not yet completely recovered—so they 
1347	1790	1790	0.018273	1	And all this seemed natural enough; especially as in the merchant service many captains never show themselves on deck fo
1348	2761	2761	0.116330	1	But there was not much chance to think over the matter, for Captain Peleg was now all alive.
1349	1475	1475	0.345920	1	He seemed to do most of the talking and commanding, and not Bildad.
1350	688	688	0.037955	1	“Aft here, ye sons of bachelors,” he cried, as the sailors lingered at the main-mast.
1351	1888	1888	0.483663	1	Starbuck, drive ’em aft.” “Strike the tent there!”—was the next order.
1352	1600	1600	0.580509	1	As I hinted before, this whalebone marquee was never pitched except in port; and on board the Pequod, for thirty years, 
1353	2073	2073	0.379190	1	Blood and thunder!—jump!”—was the next command, and the crew sprang for the handspikes.
1354	2977	2977	0.725088	1	Now in getting under weigh, the station generally occupied by the pilot is the forward part of the ship.
1355	3032	3032	0.062263	1	And here Bildad, who, with Peleg, be it known, in addition to his other officers, was one of the licensed pilots of the 
1356	1888	1888	0.473059	1	Nevertheless, not three days previous, Bildad had told them that no profane songs would be allowed on board the Pequod, 
1357	1888	1888	0.111534	1	Meantime, overseeing the other part of the ship, Captain Peleg ripped and swore astern in the most frightful manner.
1358	1888	1888	0.127472	1	I almost thought he would sink the ship before the anchor could be got up; involuntarily I paused on my handspike, and t
1359	427	427	0.120301	1	I was comforting myself, however, with the thought that in pious Bildad might be found some salvation, spite of his seve
1360	3052	3052	0.879818	1	That was my first kick.
1361	674	674	0.198637	1	“Is that the way they heave in the marchant service?” he roared.
1362	1888	1888	0.346712	1	“Spring, thou sheep-head; spring, and break thy backbone!
1363	8	8	0.726012	1	Why don’t ye spring, I say, all of ye—spring!
1364	1888	1888	0.078834	1	spring, thou chap with the red whiskers; spring there, Scotch-cap; spring, thou green pants.
1365	1409	1409	0.048973	1	Spring, I say, all of ye, and spring your eyes out!” And so saying, he moved along the windlass, here and there using hi
1366	1888	1888	0.343281	1	Thinks I, Captain Peleg must have been drinking something to-day.
1367	1482	1482	0.236392	1	At last the anchor was up, the sails were set, and off we glided.
1368	2094	2094	0.161783	1	It was a short, cold Christmas; and as the short northern day merged into night, we found ourselves almost broad upon th
1369	1814	1814	0.129168	1	The long rows of teeth on the bulwarks glistened in the moonlight; and like the white ivory tusks of some huge elephant,
1370	2467	2467	0.302494	1	Lank Bildad, as pilot, headed the first watch, and ever and anon, as the old craft deep dived into the green seas, and s
1371	429	429	0.058170	1	So to the Jews old Canaan stood, While Jordan rolled between.”_ Never did those sweet words sound more sweetly to me tha
1372	937	937	0.178412	1	They were full of hope and fruition.
1373	2874	2874	0.401558	1	Spite of this frigid winter night in the boisterous Atlantic, spite of my wet feet and wetter jacket, there was yet, it 
1374	1790	1790	0.100009	1	At last we gained such an offing, that the two pilots were needed no longer.
1375	1888	1888	0.629413	1	The stout sail-boat that had accompanied us began ranging alongside.
1376	1888	1888	0.157024	1	It was curious and not unpleasing, how Peleg and Bildad were affected at this juncture, especially Captain Bildad.
1377	541	541	0.865270	1	For loath to depart, yet; very loath to leave, for good, a ship bound on so long and perilous a voyage—beyond both storm
1378	419	419	0.063533	1	And he, too, did not a little run from cabin to deck—now a word below, and now a word with Starbuck, the chief mate.
1379	1790	1790	0.084097	1	But, at last, he turned to his comrade, with a final sort of look about him,—“Captain Bildad—come, old shipmate, we must
1380	2707	2707	0.437717	1	Stand by to come close alongside, now!
1381	2659	2659	0.019325	1	Careful, careful!—come, Bildad, boy—say your last.
1382	1790	1790	0.095821	1	Luck to ye, Starbuck—luck to ye, Mr. Stubb—luck to ye, Mr. Flask—good-bye and good luck to ye all—and this day three yea
1383	548	548	0.735239	1	Hurrah and away!” “God bless ye, and have ye in His holy keeping, men,” murmured old Bildad, almost incoherently.
1384	427	427	0.021350	1	“I hope ye’ll have fine weather now, so that Captain Ahab may soon be moving among ye—a pleasant sun is all he needs, an
1385	692	692	0.008208	1	Be careful in the hunt, ye mates.
1386	8	8	0.091419	1	Don’t stave the boats needlessly, ye harpooneers; good white cedar plank is raised full three per cent.
1387	8	8	0.187945	1	Don’t forget your prayers, either.
1388	8	8	0.598635	1	Mr. Starbuck, mind that cooper don’t waste the spare staves.
1389	508	508	0.100890	1	the sail-needles are in the green locker!
1390	8	8	0.187942	1	Don’t whale it too much a’ Lord’s days, men; but don’t miss a fair chance either, that’s rejecting Heaven’s good gifts.
1391	1821	1821	0.099825	1	Have an eye to the molasses tierce, Mr. Stubb; it was a little leaky, I thought.
1392	1462	1462	0.159266	1	If ye touch at the islands, Mr. Flask, beware of fornication.
1393	8	8	0.187944	1	Don’t keep that cheese too long down in the hold, Mr. Starbuck; it’ll spoil.
1394	427	427	0.265577	1	Be careful with the butter—twenty cents the pound it was, and mind ye, if—” “Come, come, Captain Bildad; stop palavering
1395	2659	2659	0.377947	1	Ship and boat diverged; the cold, damp night breeze blew between; a screaming gull flew overhead; the two hulls wildly r
1396	1054	1054	0.156754	1	Some chapters back, one Bulkington was spoken of, a tall, newlanded mariner, encountered in New Bedford at the inn.
1397	1790	1790	0.100153	1	When on that shivering winter’s night, the Pequod thrust her vindictive bows into the cold malicious waves, who should I
1398	1594	1594	0.073266	1	I looked with sympathetic awe and fearfulness upon the man, who in mid-winter just landed from a four years’ dangerous v
1399	1888	1888	0.029392	1	The land seemed scorching to his feet.
1400	1888	1888	0.083303	1	Wonderfullest things are ever the unmentionable; deep memories yield no epitaphs; this six-inch chapter is the stoneless
1401	2044	2044	0.059116	1	Let me only say that it fared with him as with the storm-tossed ship, that miserably drives along the leeward land.
1402	2874	2874	0.376731	1	The port would fain give succor; the port is pitiful; in the port is safety, comfort, hearthstone, supper, warm blankets
1403	2659	2659	0.601084	1	But in that gale, the port, the land, is that ship’s direst jeopardy; she must fly all hospitality; one touch of land, t
1404	2073	2073	0.212285	1	With all her might she crowds all sail off shore; in so doing, fights ’gainst the very winds that fain would blow her ho
1405	1888	1888	0.225404	1	Glimpses do ye seem to see of that mortally intolerable truth; that all deep, earnest thinking is but the intrepid effor
1406	1594	1594	0.631225	1	But as in landlessness alone resides highest truth, shoreless, indefinite as God—so, better is it to perish in that howl
1407	1888	1888	0.137380	1	who would craven crawl to land!
1408	2761	2761	0.081177	1	is all this agony so vain?
1409	1738	1738	0.428528	1	Take heart, take heart, O Bulkington!
1410	2166	2166	0.062637	1	Up from the spray of thy ocean-perishing—straight up, leaps thy apotheosis!
1411	2761	2761	0.111540	1	As Queequeg and I are now fairly embarked in this business of whaling; and as this business of whaling has somehow come 
1412	1888	1888	0.212844	1	In the first place, it may be deemed almost superfluous to establish the fact, that among people at large, the business 
1413	2115	2115	0.318629	1	If a stranger were introduced into any miscellaneous metropolitan society, it would but slightly advance the general opi
1414	858	858	0.068172	1	(Sperm Whale Fishery) to his visiting card, such a procedure would be deemed pre-eminently presuming and ridiculous.
1415	2467	2467	0.025943	1	Doubtless one leading reason why the world declines honoring us whalemen, is this: they think that, at best, our vocatio
1416	690	690	0.182459	1	Butchers we are, that is true.
1417	1790	1790	0.437906	1	But butchers, also, and butchers of the bloodiest badge have been all Martial Commanders whom the world invariably delig
1418	1791	1791	0.369433	1	And as for the matter of the alleged uncleanliness of our business, ye shall soon be initiated into certain facts hither
1419	2363	2363	0.053927	1	But even granting the charge in question to be true; what disordered slippery decks of a whale-ship are comparable to th
1420	2073	2073	0.729479	1	And if the idea of peril so much enhances the popular conceit of the soldier’s profession; let me assure ye that many a 
1421	1797	1797	0.128760	1	For what are the comprehensible terrors of man compared with the interlinked terrors and wonders of God!
1422	1581	1581	0.348577	1	But, though the world scouts at us whale hunters, yet does it unwittingly pay us the profoundest homage; yea, an all-abo
1423	2874	2874	0.160780	1	for almost all the tapers, lamps, and candles that burn round the globe, burn, as before so many shrines, to our glory!
1424	1821	1821	0.034100	1	But look at this matter in other lights; weigh it in all sorts of scales; see what we whalemen are, and have been.
1425	698	698	0.009242	1	Why did the Dutch in De Witt’s time have admirals of their whaling fleets?
1426	2098	2098	0.041235	1	of France, at his own personal expense, fit out whaling ships from Dunkirk, and politely invite to that town some score 
1427	1642	1642	0.395676	1	Why did Britain between the years 1750 and 1788 pay to her whalemen in bounties upwards of £1,000,000?
1428	1461	1461	0.300660	1	And lastly, how comes it that we whalemen of America now outnumber all the rest of the banded whalemen in the world; sai
1429	2098	2098	0.513008	1	and every year importing into our harbors a well reaped harvest of $7,000,000.
1430	782	782	0.206910	1	How comes all this, if there be not something puissant in whaling?
1431	1888	1888	0.056436	1	But this is not the half; look again.
1432	2672	2672	0.058021	1	I freely assert, that the cosmopolite philosopher cannot, for his life, point out one single peaceful influence, which w
1433	2241	2241	0.192475	1	One way and another, it has begotten events so remarkable in themselves, and so continuously momentous in their sequenti
1434	1888	1888	0.078454	1	It would be a hopeless, endless task to catalogue all these things.
1435	2659	2659	1.486176	1	For many years past the whale-ship has been the pioneer in ferreting out the remotest and least known parts of the earth
1436	8	8	0.279010	1	She has explored seas and archipelagoes which had no chart, where no Cook or Vancouver had ever sailed.
1437	2659	2659	1.294644	1	If American and European men-of-war now peacefully ride in once savage harbors, let them fire salutes to the honor and g
1438	2659	2659	1.231525	1	They may celebrate as they will the heroes of Exploring Expeditions, your Cooks, your Krusensterns; but I say that score
1439	392	392	0.308619	1	For in their succourless empty-handedness, they, in the heathenish sharked waters, and by the beaches of unrecorded, jav
1440	2761	2761	0.013250	1	All that is made such a flourish of in the old South Sea Voyages, those things were but the life-time commonplaces of ou
1441	1399	1399	0.253229	1	Often, adventures which Vancouver dedicates three chapters to, these men accounted unworthy of being set down in the shi
1442	2265	2265	0.003305	1	Until the whale fishery rounded Cape Horn, no commerce but colonial, scarcely any intercourse but colonial, was carried 
1443	1763	1763	0.062315	1	It was the whaleman who first broke through the jealous policy of the Spanish crown, touching those colonies; and, if sp
1444	2073	2073	0.484841	1	That great America on the other side of the sphere, Australia, was given to the enlightened world by the whaleman.
1445	1594	1594	0.297905	1	After its first blunder-born discovery by a Dutchman, all other ships long shunned those shores as pestiferously barbaro
1446	1888	1888	0.107970	1	The whale-ship is the true mother of that now mighty colony.
1447	1888	1888	0.222604	1	Moreover, in the infancy of the first Australian settlement, the emigrants were several times saved from starvation by t
1448	1888	1888	0.180998	1	The uncounted isles of all Polynesia confess the same truth, and do commercial homage to the whale-ship, that cleared th
1449	1678	1678	0.083733	1	If that double-bolted land, Japan, is ever to become hospitable, it is the whale-ship alone to whom the credit will be d
1450	2265	2265	0.138632	1	But if, in the face of all this, you still declare that whaling has no æsthetically noble associations connected with it
1451	1888	1888	0.276397	1	The whale has no famous author, and whaling no famous chronicler, you will say.
1452	1888	1888	0.000660	1	_The whale no famous author, and whaling no famous chronicler?_ Who wrote the first account of our Leviathan?
1453	1790	1790	0.307595	1	And who composed the first narrative of a whaling-voyage?
1454	1949	1949	0.357875	1	Who, but no less a prince than Alfred the Great, who, with his own royal pen, took down the words from Other, the Norweg
1455	935	935	0.078323	1	And who pronounced our glowing eulogy in Parliament?
1456	1888	1888	0.257304	1	True enough, but then whalemen themselves are poor devils; they have no good blood in their veins.
1457	1790	1790	0.008856	1	_No good blood in their veins?_ They have something better than royal blood there.
1458	2496	2496	0.002613	1	The grandmother of Benjamin Franklin was Mary Morrel; afterwards, by marriage, Mary Folger, one of the old settlers of N
1459	1888	1888	0.159158	1	Good again; but then all confess that somehow whaling is not respectable.
1460	1974	1974	0.374324	1	_Whaling not respectable?_ Whaling is imperial!
1461	688	688	0.082196	1	By old English statutory law, the whale is declared “a royal fish.” * Oh, that’s only nominal!
1462	1888	1888	0.629413	1	The whale himself has never figured in any grand imposing way.
1463	1581	1581	0.101007	1	_The whale never figured in any grand imposing way?_ In one of the mighty triumphs given to a Roman general upon his ent
1464	1790	1790	0.240944	1	* *See subsequent chapters for something more on this head.
1465	338	338	0.071987	1	Grant it, since you cite it; but, say what you will, there is no real dignity in whaling.
1466	2073	2073	0.488392	1	_No dignity in whaling?_ The dignity of our calling the very heavens attest.
1467	1888	1888	0.193923	1	Cetus is a constellation in the South!
1468	1888	1888	0.726306	1	Drive down your hat in presence of the Czar, and take it off to Queequeg!
1469	1888	1888	0.576766	1	I know a man that, in his lifetime, has taken three hundred and fifty whales.
1470	1718	1718	0.121609	1	I account that man more honorable than that great captain of antiquity who boasted of taking as many walled towns.
1471	1563	1563	0.525783	1	And, as for me, if, by any possibility, there be any as yet undiscovered prime thing in me; if I shall ever deserve any 
1472	2659	2659	0.510659	1	in my desk, then here I prospectively ascribe all the honor and the glory to whaling; for a whale-ship was my Yale Colle
1473	1888	1888	0.044905	1	In behalf of the dignity of whaling, I would fain advance naught but substantiated facts.
1474	3055	3055	0.457554	1	But after embattling his facts, an advocate who should wholly suppress a not unreasonable surmise, which might tell eloq
1475	2659	2659	0.506035	1	It is well known that at the coronation of kings and queens, even modern ones, a certain curious process of seasoning th
1476	2154	2154	0.232575	1	There is a saltcellar of state, so called, and there may be a castor of state.
1477	2051	2051	0.163875	1	How they use the salt, precisely—who knows?
1478	1594	1594	0.175542	1	Certain I am, however, that a king’s head is solemnly oiled at his coronation, even as a head of salad.
1479	935	935	0.041179	1	Can it be, though, that they anoint it with a view of making its interior run well, as they anoint machinery?
1480	935	935	0.278847	1	Much might be ruminated here, concerning the essential dignity of this regal process, because in common life we esteem b
1481	1888	1888	0.501131	1	In truth, a mature man who uses hair-oil, unless medicinally, that man has probably got a quoggy spot in him somewhere.
1482	8	8	0.560213	1	As a general rule, he can’t amount to much in his totality.
1483	1888	1888	0.221768	1	But the only thing to be considered here, is this—what kind of oil is used at coronations?
1484	1790	1790	0.186184	1	Certainly it cannot be olive oil, nor macassar oil, nor castor oil, nor bear’s oil, nor train oil, nor cod-liver oil.
