# generated_utc	2026-08-14T18:12:44+00:00
# script	probe_v9.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	2398
route_id	target_neuron	source_index	method	found	string	source_start	source_end	source_span_n_tok	realised_n_tok	dest	target_wins	target_peak	target_peakpos	target_peak_token	target_peak_drift	best_other	best_other_peak	signed_target_margin	reported_delta	runner_up	roundtrip_stable	realised_token_ids	extension_tokens	margin_change_from_certificate	competitor_switched
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days	32	75	43	43	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528]	40	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still	32	76	44	44	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991]	41	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve	32	77	45	45	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201]	42	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much	32	78	46	46	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881]	43	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of	32	79	47	47	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286]	44	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the	32	80	48	48	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262]	45	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghost	32	81	49	49	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905]	46	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly	32	82	50	50	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306]	47	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginal	32	83	51	51	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328]	48	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness	32	84	52	52	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108]	49	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of	32	85	53	53	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286]	50	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth	32	86	54	54	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534]	51	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth�	32	87	55	55	541	1	3.729742	3	 then	-0.265192	1790	3.258966	0.470776	0.470776	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 4210]	52	-0.098951	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’	32	88	56	56	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247]	53	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s	32	89	57	57	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82]	54	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal	32	90	58	58	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750]	55	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations	32	91	59	59	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439]	56	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations,	32	92	60	60	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11]	57	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when	32	93	61	61	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618]	58	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the	32	94	62	62	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262]	59	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory	32	95	63	63	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088]	60	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of	32	96	64	64	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286]	61	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the	32	97	65	65	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262]	62	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first	32	98	66	66	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717]	63	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man	32	99	67	67	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582]	64	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was	32	100	68	68	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373]	65	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a	32	101	69	69	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257]	66	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct	32	102	70	70	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310]	67	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct recollection	32	103	71	71	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310, 41285]	68	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct recollection,	32	104	72	72	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310, 41285, 11]	69	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct recollection, and	32	105	73	73	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310, 41285, 11, 290]	70	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct recollection, and all	32	106	74	74	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310, 41285, 11, 290, 477]	71	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct recollection, and all men	32	107	75	75	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310, 41285, 11, 290, 477, 1450]	72	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct recollection, and all men his	32	108	76	76	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310, 41285, 11, 290, 477, 1450, 465]	73	-0.084597	1
J5-541-029	541	29	RIGHT_EXTENSION	1	 now and then glide among the unchanging Asiatic communities, especially the Oriental isles to the east of the continent—those insulated, immemorial, unalterable countries, which even in these modern days still preserve much of the ghostly aboriginalness of earth’s primal generations, when the memory of the first man was a distinct recollection, and all men his descendants	32	109	77	77	541	1	3.729742	3	 then	-0.265192	1790	3.244612	0.48513	0.48513	1790	1	[783, 290, 788, 48089, 1871, 262, 16258, 4924, 1081, 72, 1512, 5348, 11, 2592, 262, 39713, 318, 829, 284, 262, 7627, 286, 262, 15549, 960, 25591, 47869, 11, 2296, 368, 5132, 11, 555, 47653, 540, 2678, 11, 543, 772, 287, 777, 3660, 1528, 991, 12201, 881, 286, 262, 10905, 306, 48328, 1108, 286, 4534, 447, 247, 82, 43750, 10439, 11, 618, 262, 4088, 286, 262, 717, 582, 373, 257, 7310, 41285, 11, 290, 477, 1450, 465, 25321]	74	-0.084597	1
