# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	78
branch	variant	carrier_id	n	retained_541_n	retained_541_rate	raw_completion_541_mean	raw_completion_541_median	raw_completion_increment_mean	raw_completion_increment_median	peak_541_mean	peak_541_median	signed_541_margin_mean	signed_541_margin_median	completion_is_target_peak_n	member_case_ids
FRAME_CROSS	KNOWN_NO_CONNECTOR	BARE	12	0	0.0	-0.082055	-0.146639	0.006499	-0.041421	0.042313	-0.000102	-2.808332	-2.868173	1	["FRAME_CROSS__AFTER_WAVE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__BARE__NONE"]
FRAME_CROSS	KNOWN_NO_CONNECTOR	THEY_SAID	12	0	0.0	0.055046	-0.060293	0.129106	-0.004662	0.137649	-0.000102	-2.400883	-2.377982	2	["FRAME_CROSS__AFTER_WAVE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	KNOWN_NO_CONNECTOR	THE_PHRASE	12	0	0.0	0.037971	-0.056324	0.088094	-0.010436	0.107145	-0.000102	-3.126003	-3.23325	4	["FRAME_CROSS__AFTER_WAVE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE"]
FRAME_CROSS	KNOWN_NO_CONNECTOR	V9_SPACE	12	0	0.0	0.043914	-0.066647	0.163935	0.09163	0.122219	-0.000102	-3.242556	-3.397423	4	["FRAME_CROSS__AFTER_WAVE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__V9_SPACE__NONE"]
FRAME_CROSS	KNOWN_RELATED	BARE	12	1	0.083333	1.549569	1.604573	1.623558	1.675636	1.557689	1.604573	-1.384867	-1.217214	11	["FRAME_CROSS__AFTER_WAVE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__BARE__NONE"]
FRAME_CROSS	KNOWN_RELATED	THEY_SAID	12	1	0.083333	1.559255	1.630257	1.602274	1.665771	1.565159	1.630257	-1.37199	-1.368501	11	["FRAME_CROSS__AFTER_WAVE__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__BY_ONE__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__BY_STEP__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__AND_TIME__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__TO_HAND__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__TO_FACE__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__THEY_SAID__NONE"]
FRAME_CROSS	KNOWN_RELATED	THE_PHRASE	12	1	0.083333	1.580659	1.387013	1.640902	1.437063	1.584756	1.387013	-1.710541	-1.846134	11	["FRAME_CROSS__AFTER_WAVE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__THE_PHRASE__NONE"]
FRAME_CROSS	KNOWN_RELATED	V9_SPACE	12	1	0.083333	1.535897	1.753046	1.599534	1.805152	1.547655	1.753046	-1.764105	-1.526269	10	["FRAME_CROSS__AFTER_WAVE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__V9_SPACE__NONE"]
FRAME_CROSS	KNOWN_REPEAT	BARE	12	9	0.75	3.373112	3.438302	3.447101	3.441228	3.373112	3.438302	0.235263	0.109244	12	["FRAME_CROSS__AFTER_WAVE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__BARE__NONE"]
FRAME_CROSS	KNOWN_REPEAT	THEY_SAID	12	8	0.666667	3.770035	3.93153	3.813054	3.992915	3.770035	3.93153	0.242201	0.514087	12	["FRAME_CROSS__AFTER_WAVE__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_ONE__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_STEP__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_HAND__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	KNOWN_REPEAT	THE_PHRASE	12	7	0.583333	3.575782	3.543067	3.636024	3.608117	3.575782	3.543067	0.112102	0.145436	12	["FRAME_CROSS__AFTER_WAVE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__THE_PHRASE__NONE"]
FRAME_CROSS	KNOWN_REPEAT	V9_SPACE	12	5	0.416667	3.497778	3.396729	3.561415	3.457749	3.497778	3.396729	0.055978	-0.096682	12	["FRAME_CROSS__AFTER_WAVE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__V9_SPACE__NONE"]
PRONOMINAL_RECURRENCE	GRAVEL_AFTER_ANOTHER	BARE	1	0	0.0	0.090305	0.090305	0.133574	0.133574	0.090305	0.090305	-2.85247	-2.85247	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__BARE__NONE"]
PRONOMINAL_RECURRENCE	GRAVEL_AFTER_ANOTHER	THEY_SAID	1	0	0.0	-0.094624	-0.094624	-0.086665	-0.086665	-0.000102	-0.000102	-2.360972	-2.360972	0	["PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	GRAVEL_AFTER_ANOTHER	THE_PHRASE	1	0	0.0	0.101871	0.101871	0.116462	0.116462	0.101871	0.101871	-3.131274	-3.131274	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__THE_PHRASE__NONE"]
PRONOMINAL_RECURRENCE	GRAVEL_AFTER_ANOTHER	V9_SPACE	1	0	0.0	-0.002508	-0.002508	0.032174	0.032174	-0.000102	-0.000102	-3.382456	-3.382456	0	["PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__V9_SPACE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ANOTHER	BARE	1	1	1.0	4.607871	4.607871	4.668049	4.668049	4.607871	4.607871	1.113797	1.113797	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__BARE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ANOTHER	THEY_SAID	1	1	1.0	3.992302	3.992302	4.027002	4.027002	3.992302	3.992302	1.288651	1.288651	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ANOTHER	THE_PHRASE	1	1	1.0	3.8524	3.8524	3.932198	3.932198	3.8524	3.8524	0.619255	0.619255	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__THE_PHRASE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ANOTHER	V9_SPACE	1	1	1.0	3.800905	3.800905	3.857052	3.857052	3.800905	3.800905	0.357226	0.357226	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__V9_SPACE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ONE	BARE	1	0	0.0	2.715382	2.715382	2.77556	2.77556	2.715382	2.715382	-0.12983	-0.12983	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__BARE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ONE	THEY_SAID	1	1	1.0	4.187411	4.187411	4.222111	4.222111	4.187411	4.187411	1.565417	1.565417	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ONE	THE_PHRASE	1	1	1.0	4.257419	4.257419	4.337217	4.337217	4.257419	4.257419	1.024274	1.024274	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__THE_PHRASE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_ONE	V9_SPACE	1	1	1.0	4.440684	4.440684	4.496831	4.496831	4.440684	4.440684	0.997005	0.997005	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__V9_SPACE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_THE_OTHER	BARE	1	1	1.0	3.573903	3.573903	3.740189	3.740189	3.573903	3.573903	0.72869	0.72869	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__BARE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_THE_OTHER	THEY_SAID	1	1	1.0	3.632614	3.632614	3.781074	3.781074	3.632614	3.632614	1.177424	1.177424	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_THE_OTHER	THE_PHRASE	1	1	1.0	3.756228	3.756228	3.822879	3.822879	3.756228	3.756228	0.523083	0.523083	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__THE_PHRASE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AFTER_THE_OTHER	V9_SPACE	1	1	1.0	3.9448	3.9448	4.050584	4.050584	3.9448	3.9448	0.501122	0.501122	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__V9_SPACE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AND_ANOTHER	BARE	1	1	1.0	2.940007	2.940007	2.956531	2.956531	2.940007	2.940007	0.094795	0.094795	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__BARE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AND_ANOTHER	THEY_SAID	1	1	1.0	2.504019	2.504019	2.51164	2.51164	2.504019	2.504019	0.006296	0.006296	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	ONE_AND_ANOTHER	THE_PHRASE	1	0	0.0	2.452595	2.452595	2.464459	2.464459	2.452595	2.452595	-0.78055	-0.78055	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__THE_PHRASE__NONE"]
PRONOMINAL_RECURRENCE	ONE_AND_ANOTHER	V9_SPACE	1	0	0.0	2.158125	2.158125	2.167356	2.167356	2.158125	2.158125	-1.285553	-1.285553	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__V9_SPACE__NONE"]
PRONOMINAL_RECURRENCE	ONE_ANOTHER	BARE	1	0	0.0	0.039501	0.039501	0.090349	0.090349	0.039501	0.039501	-2.805711	-2.805711	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__BARE__NONE"]
PRONOMINAL_RECURRENCE	ONE_ANOTHER	THEY_SAID	1	0	0.0	-0.168676	-0.168676	-0.153882	-0.153882	-0.000102	-0.000102	-2.381083	-2.381083	0	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	ONE_ANOTHER	THE_PHRASE	1	0	0.0	-0.162281	-0.162281	-0.155453	-0.155453	-0.000102	-0.000102	-3.233247	-3.233247	0	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__THE_PHRASE__NONE"]
PRONOMINAL_RECURRENCE	ONE_ANOTHER	V9_SPACE	1	0	0.0	-0.028291	-0.028291	0.069785	0.069785	-0.000102	-0.000102	-3.443782	-3.443782	0	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__V9_SPACE__NONE"]
REPEAT_CONNECTOR	AFTER	BARE	12	3	0.25	2.562566	2.752104	2.640944	2.820546	2.562566	2.752104	-0.396592	-0.13236	12	["REPEAT_CONNECTOR__AFTER_WAVE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__AFTER__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__AFTER__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__BARE__NONE"]
REPEAT_CONNECTOR	AFTER	THEY_SAID	12	10	0.833333	3.40468	3.515211	3.448948	3.548959	3.40468	3.515211	0.316289	0.447087	12	["REPEAT_CONNECTOR__AFTER_WAVE__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ONE__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_STEP__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_TIME__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_HAND__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_FACE__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	AFTER	THE_PHRASE	12	4	0.333333	2.876001	2.794551	2.938594	2.85105	2.876001	2.794551	-0.357146	-0.438593	12	["REPEAT_CONNECTOR__AFTER_WAVE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__THE_PHRASE__NONE"]
REPEAT_CONNECTOR	AFTER	V9_SPACE	12	3	0.25	2.970908	3.046134	3.03891	3.10534	2.970908	3.046134	-0.40552	-0.221721	12	["REPEAT_CONNECTOR__AFTER_WAVE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__V9_SPACE__NONE"]
REPEAT_CONNECTOR	AND	BARE	12	1	0.083333	2.944468	2.904281	2.960467	2.926074	2.944468	2.904281	-0.774731	-1.016513	12	["REPEAT_CONNECTOR__AFTER_WAVE__AND__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AND__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__AND__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__AND__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AND__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__AND__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__AND__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__BARE__NONE"]
