# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1034
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	native_connector	frame_class	source_provenance	completion_token_match	second_token_count_match
REPEAT_CONNECTOR__AND_ROUND__AND__V9_SPACE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	V9_SPACE	AND	AFTER	REPEAT_CONNECTOR__AND_ROUND__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_ROUND__AFTER__V9_SPACE__NONE	 round and round	 round after round	1	2	2	1	1	0.018932	0.065545	0.018932	0.096405	2659	1738	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	AND	OR	REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_ROUND__OR__THE_PHRASE__NONE	the phrase round and round	the phrase round or round	1	4	4	1	1	-0.506667	-0.52279	-0.506667	-0.80174	2659	2659	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	AND	TO	REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_ROUND__TO__THE_PHRASE__NONE	the phrase round and round	the phrase round to round	1	4	4	1	1	0.569862	0.560145	0.569862	0.757659	2659	541	0	1	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	AND	BY	REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_ROUND__BY__THE_PHRASE__NONE	the phrase round and round	the phrase round by round	1	4	4	1	1	0.222442	0.310687	0.222442	0.41024	2659	541	0	1	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THE_PHRASE	AND	AFTER	REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_ROUND__AFTER__THE_PHRASE__NONE	the phrase round and round	the phrase round after round	1	4	4	1	1	-0.615952	-0.573314	-0.615952	-0.428154	2659	2073	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	AND	OR	REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	they said round and round	they said round or round	1	4	4	1	1	-1.19955	-1.210866	-1.19955	-0.903604	2659	2659	0	0	0	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	AND	TO	REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	they said round and round	they said round to round	1	4	4	1	1	0.715366	0.716779	0.715366	0.632838	2659	541	0	1	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	AND	BY	REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	they said round and round	they said round by round	1	4	4	1	1	0.27002	0.375111	0.27002	1.462533	2659	541	0	1	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_ROUND	THEY_SAID	AND	AFTER	REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	they said round and round	they said round after round	1	4	4	1	1	-0.363898	-0.324554	-0.363898	0.305498	2659	541	0	1	1	and	KNOWN_REPEAT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	BARE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	again and again	again and then	1	2	2	1	1	-2.869034	-2.869033	-2.869034	-2.869034	541	1888	1	0	1	and	RELATED_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	BARE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	again and again	again and violin	1	2	2	1	1	-3.480806	-3.480805	-3.341016	-3.341015	541	1888	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	BARE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	again and again	hammer and again	1	2	2	1	1	-3.24697	-3.243706	-3.24697	-3.540159	541	1888	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	BARE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	again and again	hammer and hammer	1	2	2	1	1	-0.29767	-0.294406	-0.29767	-1.327515	541	2659	1	0	1	and	NOVEL_REPEAT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	BARE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	again and again	hammer and violin	1	2	2	1	1	-2.049822	-2.046559	-2.049822	-2.343012	541	1888	1	0	1	and	NOVEL_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	BARE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	again and again	again again	0	2	1	1	1	-3.489946	-3.389196	-3.341016	-3.341015	541	1888	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	BARE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	again and again	hammer hammer	0	2	1	1	1	-3.454173	-3.374211	-3.341016	-3.634205	541	1888	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	V9_SPACE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE	 again and again	 again and then	1	2	2	1	1	-3.348546	-3.348546	-3.348546	-3.348546	541	1888	1	0	1	and	RELATED_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	V9_SPACE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE	 again and again	 again and violin	1	2	2	1	1	-3.782675	-3.782675	-3.613414	-3.613415	541	1888	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	V9_SPACE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__V9_SPACE__NONE	 again and again	 hammer and again	1	2	2	1	1	-3.320124	-3.322329	-3.320124	-3.727356	541	1888	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	V9_SPACE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE	 again and again	 hammer and hammer	1	2	2	1	1	-0.49084	-0.493045	-0.49084	-1.21736	541	2659	1	0	1	and	NOVEL_REPEAT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	V9_SPACE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__V9_SPACE__NONE	 again and again	 hammer and violin	1	2	2	1	1	-2.434204	-2.436409	-2.434204	-2.841435	541	1888	1	0	1	and	NOVEL_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	V9_SPACE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	 again and again	 again again	0	2	1	1	1	-3.774817	-3.712911	-3.613414	-3.613415	541	1888	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	V9_SPACE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	 again and again	 hammer hammer	0	2	1	1	1	-3.768202	-3.662423	-3.613414	-4.020645	541	1888	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THE_PHRASE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THE_PHRASE__NONE	the phrase again and again	the phrase again and then	1	4	4	1	1	-3.138762	-3.138762	-3.138762	-3.138763	541	2073	1	0	1	and	RELATED_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THE_PHRASE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THE_PHRASE__NONE	the phrase again and again	the phrase again and violin	1	4	4	1	1	-3.775025	-3.775025	-3.605672	-3.605672	541	2073	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__THE_PHRASE__NONE	the phrase again and again	the phrase hammer and again	1	4	4	1	1	-3.374127	-3.372129	-3.374127	-3.374127	541	2073	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THE_PHRASE__NONE	the phrase again and again	the phrase hammer and hammer	1	4	4	1	1	-0.851441	-0.849444	-0.851441	-1.369717	541	2659	1	0	1	and	NOVEL_REPEAT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__THE_PHRASE__NONE	the phrase again and again	the phrase hammer and violin	1	4	4	1	1	-2.788793	-2.786796	-2.788793	-2.788794	541	2073	1	0	1	and	NOVEL_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THE_PHRASE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	the phrase again and again	the phrase again again	0	4	3	1	1	-3.727024	-3.695962	-3.605672	-3.605672	541	2073	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	the phrase again and again	the phrase hammer hammer	0	4	3	1	1	-3.764561	-3.73489	-3.605672	-3.605672	541	2073	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THEY_SAID	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THEY_SAID__NONE	they said again and again	they said again and then	1	4	4	1	1	-3.608528	-3.608528	-3.537676	-3.434671	541	444	1	0	1	and	RELATED_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THEY_SAID	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THEY_SAID__NONE	they said again and again	they said again and violin	1	4	4	1	1	-3.672346	-3.672345	-3.537676	-3.83675	541	1888	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THEY_SAID	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__THEY_SAID__NONE	they said again and again	they said hammer and again	1	4	4	1	1	-3.444266	-3.454121	-3.444266	-3.472933	541	1888	1	0	1	and	ARBITRARY_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THEY_SAID	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THEY_SAID__NONE	they said again and again	they said hammer and hammer	1	4	4	1	1	-0.723458	-0.733314	-0.723458	-2.08062	541	2659	1	0	1	and	NOVEL_REPEAT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THEY_SAID	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__THEY_SAID__NONE	they said again and again	they said hammer and violin	1	4	4	1	1	-2.621135	-2.63099	-2.621135	-2.649802	541	1888	1	0	1	and	NOVEL_DISTINCT	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THEY_SAID	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	they said again and again	they said again again	0	4	3	1	1	-3.703441	-3.592748	-3.537676	-3.434671	541	444	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_AGAIN	THEY_SAID	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	they said again and again	they said hammer hammer	0	4	3	1	1	-3.692795	-3.650201	-3.537676	-3.566343	541	1888	1	0	1	and	NO_CONNECTOR	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	BARE	AND	OR	REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE	again and again	again or again	1	2	2	1	1	-0.309424	-0.309504	-0.309424	-0.309423	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	BARE	AND	TO	REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE	again and again	again to again	1	2	2	1	1	-2.894779	-2.889877	-2.894779	-3.050575	541	1594	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	BARE	AND	BY	REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE	again and again	again by again	1	2	2	1	1	-2.029781	-1.957747	-2.029781	-2.029781	541	1888	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	BARE	AND	AFTER	REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE	REPEAT_CONNECTOR__AND_AGAIN__AFTER__BARE__NONE	again and again	again after again	1	2	2	1	1	-2.987386	-2.957718	-2.987386	-2.987385	541	1888	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	AND	OR	REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_AGAIN__OR__V9_SPACE__NONE	 again and again	 again or again	1	2	2	1	1	-0.27098	-0.273045	-0.27098	-0.270981	541	541	1	1	0	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	AND	TO	REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_AGAIN__TO__V9_SPACE__NONE	 again and again	 again to again	1	2	2	1	1	-2.47013	-2.455354	-2.47013	-2.569173	541	1594	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	AND	BY	REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_AGAIN__BY__V9_SPACE__NONE	 again and again	 again by again	1	2	2	1	1	-2.136421	-2.057302	-2.136421	-2.136422	541	1888	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	V9_SPACE	AND	AFTER	REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_AGAIN__AFTER__V9_SPACE__NONE	 again and again	 again after again	1	2	2	1	1	-3.314304	-3.273347	-3.314304	-3.314304	541	1888	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	AND	OR	REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_AGAIN__OR__THE_PHRASE__NONE	the phrase again and again	the phrase again or again	1	4	4	1	1	-0.931755	-0.933256	-0.931755	-0.931755	541	2073	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	AND	TO	REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_AGAIN__TO__THE_PHRASE__NONE	the phrase again and again	the phrase again to again	1	4	4	1	1	-2.26385	-2.264653	-2.26385	-2.26385	541	2073	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	AND	BY	REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_AGAIN__BY__THE_PHRASE__NONE	the phrase again and again	the phrase again by again	1	4	4	1	1	-1.921164	-1.913767	-1.921164	-1.921165	541	2073	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THE_PHRASE	AND	AFTER	REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_AGAIN__AFTER__THE_PHRASE__NONE	the phrase again and again	the phrase again after again	1	4	4	1	1	-2.820174	-2.807419	-2.820174	-2.820175	541	2073	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
