# generated_utc	2026-08-15T00:50:25+00:00
# script	probe_v13.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	960
prompt_id	prompt	treatment	neurons	add_value	intervention_mode	step	active	generated_token_id	generated_token	intervention_originals	intervention_sets
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	8	0	13	.	[0.9572967886924744]	[0.9572967886924744]
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	9	0	198	\n	[1.3990288972854614]	[1.3990288972854614]
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	10	0	198	\n	[1.3053967952728271]	[1.3053967952728271]
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	11	0	1537	But	[1.0212053060531616]	[1.0212053060531616]
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	12	0	644	 what	[0.26768359541893005]	[0.26768359541893005]
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	13	0	611	 if	[-0.1467103660106659]	[-0.1467103660106659]
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	14	0	345	 you	[-0.11027617007493973]	[-0.11027617007493973]
2	The summer sun is fiery, the season is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	15	0	821	're	[-0.15059766173362732]	[-0.15059766173362732]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	1	1	5814	 warm	[0.2422841191291809]	[3.112682819366455]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	2	1	11	,	[0.9739428162574768]	[3.844341516494751]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	3	1	290	 and	[1.2484393119812012]	[4.118838310241699]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	4	1	262	 the	[1.5795142650604248]	[4.449913024902344]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	5	1	4252	 sun	[1.269000768661499]	[4.139399528503418]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	6	1	318	 is	[0.6009577512741089]	[3.4713563919067383]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	7	1	22751	 shining	[0.08209364116191864]	[2.9524924755096436]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	8	1	13	.	[0.9572967886924744]	[3.827695608139038]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	9	1	198	\n	[1.3990288972854614]	[4.26942777633667]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	10	1	198	\n	[1.3053967952728271]	[4.175795555114746]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	11	1	1537	But	[1.0212053060531616]	[3.891603946685791]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	12	1	262	 the	[0.26768359541893005]	[3.138082265853882]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	13	1	4252	 sun	[0.47355973720550537]	[3.3439583778381348]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	14	1	318	 is	[0.5198067426681519]	[3.3902053833007812]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	15	1	407	 not	[0.43830162286758423]	[3.3087003231048584]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	1	1	4692	 cold	[0.2422841191291809, -0.01524394191801548, -0.11689141392707825]	[3.112682819366455, 2.8551547527313232, 2.753507375717163]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	2	0	11	,	[1.3417799472808838, -0.1653067022562027, 1.439854383468628]	[1.3417799472808838, -0.1653067022562027, 1.439854383468628]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	3	0	290	 and	[1.2223562002182007, -0.07385703176259995, -0.1366279423236847]	[1.2223562002182007, -0.07385703176259995, -0.1366279423236847]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	4	0	262	 the	[1.4729793071746826, -0.167811319231987, -0.14806225895881653]	[1.4729793071746826, -0.167811319231987, -0.14806225895881653]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	5	0	2344	 wind	[1.1569820642471313, -0.15345439314842224, -0.16920749843120575]	[1.1569820642471313, -0.15345439314842224, -0.16920749843120575]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	6	0	318	 is	[1.423366665840149, -0.030259160324931145, -0.07018528878688812]	[1.423366665840149, -0.030259160324931145, -0.07018528878688812]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	7	0	19280	 blowing	[0.23222960531711578, 0.06448493897914886, -0.14495302736759186]	[0.23222960531711578, 0.06448493897914886, -0.14495302736759186]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	8	0	13	.	[1.4172821044921875, -0.1648104339838028, 0.05067475885152817]	[1.4172821044921875, -0.1648104339838028, 0.05067475885152817]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	9	0	198	\n	[1.4432482719421387, -0.06310360133647919, -0.1546502262353897]	[1.4432482719421387, -0.06310360133647919, -0.1546502262353897]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	10	0	198	\n	[1.2579187154769897, -0.13780812919139862, -0.08012794703245163]	[1.2579187154769897, -0.13780812919139862, -0.08012794703245163]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	11	0	1537	But	[0.992745578289032, -0.1049816682934761, -0.11217605322599411]	[0.992745578289032, -0.1049816682934761, -0.11217605322599411]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	12	0	262	 the	[0.19701436161994934, -0.1479482650756836, -0.12173016369342804]	[0.19701436161994934, -0.1479482650756836, -0.12173016369342804]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	13	0	4252	 sun	[0.4282025992870331, -0.16930454969406128, -0.14881166815757751]	[0.4282025992870331, -0.16930454969406128, -0.14881166815757751]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	14	0	318	 is	[0.6476890444755554, 0.7370758652687073, -0.008749245665967464]	[0.6476890444755554, 0.7370758652687073, -0.008749245665967464]
2	The summer sun is fiery, the season is	TEAM_ONE_STEP_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	ONE_STEP	15	0	407	 not	[0.556004524230957, 0.30421262979507446, -0.07668627798557281]	[0.556004524230957, 0.30421262979507446, -0.07668627798557281]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	1	1	4692	 cold	[0.2422841191291809, -0.01524394191801548, -0.11689141392707825]	[3.112682819366455, 2.8551547527313232, 2.753507375717163]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	2	1	11	,	[1.3417799472808838, -0.1653067022562027, 1.439854383468628]	[4.212178707122803, 2.705091953277588, 4.310253143310547]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	3	1	290	 and	[1.2223562002182007, -0.07385703176259995, -0.1366279423236847]	[4.09275484085083, 2.796541690826416, 2.7337708473205566]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	4	1	262	 the	[1.4729793071746826, -0.167811319231987, -0.14806225895881653]	[4.343378067016602, 2.702587366104126, 2.722336530685425]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	5	1	2344	 wind	[1.1569820642471313, -0.15345439314842224, -0.16920749843120575]	[4.02738094329834, 2.716944456100464, 2.7011911869049072]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	6	1	318	 is	[1.423366665840149, -0.030259160324931145, -0.07018528878688812]	[4.293765544891357, 2.840139627456665, 2.800213575363159]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	7	1	19280	 blowing	[0.23222960531711578, 0.06448493897914886, -0.14495302736759186]	[3.102628469467163, 2.9348835945129395, 2.7254457473754883]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	8	1	13	.	[1.4172821044921875, -0.1648104339838028, 0.05067475885152817]	[4.287680625915527, 2.7055883407592773, 2.9210734367370605]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	9	1	198	\n	[1.4432482719421387, -0.06310360133647919, -0.1546502262353897]	[4.313647270202637, 2.807295083999634, 2.7157485485076904]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	10	1	198	\n	[1.2579187154769897, -0.13780812919139862, -0.08012794703245163]	[4.128317356109619, 2.732590675354004, 2.7902708053588867]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	11	1	464	The	[0.992745578289032, -0.1049816682934761, -0.11217605322599411]	[3.8631443977355957, 2.7654170989990234, 2.758222818374634]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	12	1	4252	 sun	[0.6700195670127869, -0.16959014534950256, -0.12950614094734192]	[3.5404183864593506, 2.700808525085449, 2.7408926486968994]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	13	1	318	 is	[0.6874772906303406, 0.7576467990875244, -0.00662933150306344]	[3.5578761100769043, 3.6280455589294434, 2.86376953125]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	14	1	22751	 shining	[0.5361238121986389, 0.3370688557624817, -0.08040554821491241]	[3.406522512435913, 3.207467555999756, 2.7899932861328125]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_N38_CALIBRATED	[38, 1103, 2094]	2.870398759841919	SUSTAINED	15	1	11	,	[1.242079734802246, -0.16678102314472198, 0.33120888471603394]	[4.112478256225586, 2.703617811203003, 3.2016077041625977]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	1	1	4692	 cold	[0.2422841191291809]	[10.242283821105957]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	2	1	11	,	[1.3417799472808838]	[11.341779708862305]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	3	1	290	 and	[1.2223562002182007]	[11.222355842590332]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	4	1	262	 the	[1.4729793071746826]	[11.472979545593262]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	5	1	2344	 wind	[1.1569820642471313]	[11.156982421875]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	6	1	318	 is	[1.423366665840149]	[11.42336654663086]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	7	1	19280	 blowing	[0.23222960531711578]	[10.232229232788086]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	8	1	13	.	[1.4172821044921875]	[11.417282104492188]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	9	1	198	\n	[1.4432482719421387]	[11.443248748779297]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	10	1	198	\n	[1.2579187154769897]	[11.257918357849121]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	11	1	464	The	[0.992745578289032]	[10.992745399475098]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	12	1	4252	 sun	[0.6700195670127869]	[10.670019149780273]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	13	1	318	 is	[0.6874772906303406]	[10.687477111816406]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	14	1	22751	 shining	[0.5361238121986389]	[10.536124229431152]
2	The summer sun is fiery, the season is	N38_SUSTAINED_LEGACY_PLUS10	[38]	10.0	SUSTAINED	15	1	319	 on	[1.242079734802246]	[11.242079734802246]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	1	1	4692	 cold	[0.2422841191291809, -0.01524394191801548, -0.11689141392707825]	[10.242283821105957, 9.984756469726562, 9.883108139038086]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	2	1	11	,	[1.3417799472808838, -0.1653067022562027, 1.439854383468628]	[11.341779708862305, 9.83469295501709, 11.439854621887207]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	3	1	290	 and	[1.2223562002182007, -0.07385703176259995, -0.1366279423236847]	[11.222355842590332, 9.926142692565918, 9.863371849060059]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	4	1	262	 the	[1.4729793071746826, -0.167811319231987, -0.14806225895881653]	[11.472979545593262, 9.832188606262207, 9.851937294006348]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	5	1	4252	 sun	[1.1569820642471313, -0.15345439314842224, -0.16920749843120575]	[11.156982421875, 9.846545219421387, 9.830792427062988]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	6	1	318	 is	[0.4584348499774933, 0.7456808686256409, -0.01744544878602028]	[10.45843505859375, 10.745680809020996, 9.98255443572998]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	7	1	22751	 shining	[0.04962736740708351, 0.11982152611017227, -0.10716579854488373]	[10.049627304077148, 10.119821548461914, 9.892834663391113]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	8	1	13	.	[0.916573703289032, -0.145338773727417, 0.3780551850795746]	[10.916573524475098, 9.854660987854004, 10.378055572509766]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	9	1	198	\n	[1.2799537181854248, -0.06717975437641144, -0.15897773206233978]	[11.279953956604004, 9.932820320129395, 9.841022491455078]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	10	1	198	\n	[1.1982190608978271, -0.14379586279392242, -0.07935743778944016]	[11.198219299316406, 9.85620403289795, 9.920642852783203]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	11	1	464	The	[0.9540091156959534, -0.10795028507709503, -0.11035727709531784]	[10.954009056091309, 9.892049789428711, 9.889642715454102]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	12	1	4252	 sun	[0.6197286248207092, -0.16978222131729126, -0.13276781141757965]	[10.619729042053223, 9.830217361450195, 9.867232322692871]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	13	1	318	 is	[0.5162531733512878, 0.8162685632705688, -0.009310854598879814]	[10.516253471374512, 10.816268920898438, 9.990689277648926]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	14	1	22751	 shining	[0.33164000511169434, 0.39133673906326294, -0.07194945216178894]	[10.331640243530273, 10.391336441040039, 9.928050994873047]
2	The summer sun is fiery, the season is	TEAM_SUSTAINED_LEGACY_PLUS10	[38, 1103, 2094]	10.0	SUSTAINED	15	1	319	 on	[1.1480116844177246, -0.16982747614383698, 0.08086791634559631]	[11.148012161254883, 9.830172538757324, 10.080867767333984]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	1	1	5814	 warm	[0.2422841191291809]	[-2.628114700317383]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	2	1	11	,	[0.9739428162574768]	[-1.896456003189087]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	3	1	290	 and	[1.2484393119812012]	[-1.6219594478607178]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	4	1	262	 the	[1.5795142650604248]	[-1.2908844947814941]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	5	1	4252	 sun	[1.269000768661499]	[-1.60139799118042]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	6	1	318	 is	[0.6009577512741089]	[-2.2694411277770996]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	7	1	22751	 shining	[0.08209364116191864]	[-2.7883050441741943]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	8	1	13	.	[0.9572967886924744]	[-1.9131019115447998]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	9	1	198	\n	[1.3990288972854614]	[-1.4713698625564575]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	10	1	198	\n	[1.3053967952728271]	[-1.5650019645690918]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	11	1	1537	But	[1.0212053060531616]	[-1.8491934537887573]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	12	1	644	 what	[0.26768359541893005]	[-2.602715253829956]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	13	1	611	 if	[-0.1467103660106659]	[-3.0171091556549072]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	14	1	345	 you	[-0.11027617007493973]	[-2.980674982070923]
2	The summer sun is fiery, the season is	N38_SUSTAINED_NEG_NATURAL	[38]	-2.870398759841919	SUSTAINED	15	1	821	're	[-0.15059766173362732]	[-3.020996332168579]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	1	0	6546	 thick	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	2	0	351	 with	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	3	0	7523	 smoke	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	4	0	11	,	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	5	0	290	 and	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	6	0	262	 the	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	7	0	2344	 wind	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	8	0	318	 is	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	9	0	19280	 blowing	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	10	0	13	.	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	11	0	383	 The	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	12	0	2046	 fire	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	13	0	318	 is	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	14	0	9482	 burning	[]	[]
3	The fire in the hearth is roaring, the air is	CLEAN	[]	0.0	ONE_STEP	15	0	11	,	[]	[]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	1	1	6546	 thick	[0.42762234807014465]	[3.298021078109741]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	2	0	351	 with	[0.9381269812583923]	[0.9381269812583923]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	3	0	7523	 smoke	[0.1559341549873352]	[0.1559341549873352]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	4	0	11	,	[0.7688018083572388]	[0.7688018083572388]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	5	0	290	 and	[1.3503836393356323]	[1.3503836393356323]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	6	0	262	 the	[1.1222145557403564]	[1.1222145557403564]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	7	0	2344	 wind	[1.1385815143585205]	[1.1385815143585205]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	8	0	318	 is	[1.5697624683380127]	[1.5697624683380127]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	9	0	19280	 blowing	[0.3834325969219208]	[0.3834325969219208]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	10	0	13	.	[1.3615165948867798]	[1.3615165948867798]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	11	0	383	 The	[1.4268994331359863]	[1.4268994331359863]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	12	0	2046	 fire	[0.7024889588356018]	[0.7024889588356018]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	13	0	318	 is	[0.2437952756881714]	[0.2437952756881714]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	14	0	9482	 burning	[0.3104182779788971]	[0.3104182779788971]
3	The fire in the hearth is roaring, the air is	N38_ONE_STEP_NATURAL	[38]	2.870398759841919	ONE_STEP	15	0	11	,	[0.6669561862945557]	[0.6669561862945557]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	1	1	6546	 thick	[0.42762234807014465]	[3.298021078109741]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	2	1	351	 with	[0.9381269812583923]	[3.808525800704956]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	3	1	7523	 smoke	[0.1559341549873352]	[3.0263328552246094]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	4	1	11	,	[0.7688018083572388]	[3.6392006874084473]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	5	1	290	 and	[1.3503836393356323]	[4.220782279968262]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	6	1	262	 the	[1.1222145557403564]	[3.9926133155822754]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	7	1	2344	 wind	[1.1385815143585205]	[4.0089802742004395]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	8	1	318	 is	[1.5697624683380127]	[4.440161228179932]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	9	1	19280	 blowing	[0.3834325969219208]	[3.253831386566162]
3	The fire in the hearth is roaring, the air is	N38_SUSTAINED_NATURAL	[38]	2.870398759841919	SUSTAINED	10	1	13	.	[1.3615165948867798]	[4.231915473937988]
