# generated_utc	2026-08-14T18:12:44+00:00
# script	probe_v9.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	80
route_id	target_neuron	source	source_index	declared_hits	full_string	full_n_tok	full_dest	full_delta	full_target_peak	full_target_peakpos	full_target_peak_token	full_best_other	full_best_other_peak	verified	audit_selected	peak_source_end	anchored_candidates	anchored_winners	token_min_string	token_min_n_tok	token_min_margin	token_min_target_peak	token_min_peak_drift	word_anchored_string	word_anchored_n_tok	word_anchored_margin	margin_max_string	margin_max_n_tok	margin_max_margin	pareto_size	extension_rows	first_narrower_extension_tokens	first_narrower_extension_token	first_competitor_switch_extension_tokens	first_loss_extension_tokens	first_loss_extension_token	audit_agrees_token_min	status	exact_family_id
J5-541-056	541	atlas:J5-541 (80 Hits).txt	56	80	By the time they have lounged up and down the promenade of the Equator awhile, they start for the Oriental waters in anticipation of the cool season there, and so evade the other excessive temperature of the year.	46	541	0.398358	3.82554	11	 down	2073	3.427182	1	0	11	11	9	 up and down	3	1.156502	4.184619	0.359079	 up and down	3	1.156503	 up and down	3	1.156502	1	36	3	en	3				OK	EXACT-001
J5-541-057	541	atlas:J5-541 (80 Hits).txt	57	80	Another point of difference between the male and female schools is still more characteristic of the sexes.	18	541	0.254595	4.024241	9	 female	1642	3.769646	1	0	9	9	7	 male and female	3	1.095666	4.572989	0.548748	 male and female	3	1.095666	 between the male and female	5	1.098894	2	10							OK	EXACT-024
J5-541-058	541	atlas:J5-541 (80 Hits).txt	58	80	Drawing across her bow, he perceived that in accordance with the fanciful French taste, the upper part of her stem-piece was carved in the likeness of a huge drooping stalk, was painted green, and for thorns had copper spikes projecting from it here and there; the whole terminating in a symmetrical folded bulb of a bright red colour.	71	541	0.353033	3.974776	55	 there	1094	3.621743	1	0	55	55	49	 here and there	3	0.928226	3.824303	-0.150473	 here and there	3	0.928229	, and for thorns had copper spikes projecting from it here and there	14	1.167279	3	17	15	 colour	15				OK	EXACT-003
J5-541-059	541	atlas:J5-541 (80 Hits).txt	59	80	Now and then pairs of them would drop their work, and run up to the mast-head to get some fresh air.	25	541	0.093472	3.162105	3	 then	1790	3.068633	1	0	3	3	1	Now and then	3	0.579473	3.162109	4e-06	Now and then	3	0.579473	Now and then	3	0.579473	1	23	1	 pairs	1				OK	EXACT-041
J5-541-060	541	atlas:J5-541 (80 Hits).txt	60	80	Bobbing up and down in that sea, Pip’s ebon head showed like a head of cloves.	23	541	0.695099	3.927153	5	 down	8	3.232054	1	0	5	5	3	 up and down	3	1.156503	4.184617	0.257464	 up and down	3	1.156503	 up and down	3	1.156503	1	19	7	�	7				OK	EXACT-001
J5-541-061	541	atlas:J5-541 (80 Hits).txt	61	80	It had cooled and crystallized to such a degree, that when, with several others, I sat down before a large Constantine’s bath of it, I found it strangely concreted into lumps, here and there rolling about in the liquid part.	53	541	0.441365	3.638883	46	 there	2659	3.197519	1	0	46	46	39	 here and there	3	0.928229	3.824304	0.185421	 here and there	3	0.928229	, here and there	4	1.290201	2	8							OK	EXACT-003
J5-541-062	541	atlas:J5-541 (80 Hits).txt	62	80	Plum-pudding is the term bestowed upon certain fragmentary parts of the whale’s flesh, here and there adhering to the blanket of blubber, and often participating to a considerable degree in its unctuousness.	50	541	0.259821	3.647157	25	 there	2073	3.387336	1	0	25	25	23	 here and there	3	0.928227	3.824301	0.177144	 here and there	3	0.928227	, here and there	4	1.290211	2	26	4	 to	4				OK	EXACT-003
J5-541-063	541	atlas:J5-541 (80 Hits).txt	63	80	Now this doubloon was of purest, virgin gold, raked somewhere out of the heart of gorgeous hills, whence, east and west, over golden sands, the head-waters of many a Pactolus flows.	46	541	0.881252	4.766466	29	 west	2659	3.885214	1	0	29	29	27	 east and west	3	0.393963	4.197143	-0.569323	 east and west	3	0.393956	 gorgeous hills, whence, east and west	8	1.240988	4	18							OK	EXACT-018
J5-541-064	541	atlas:J5-541 (80 Hits).txt	64	80	The firm tower, that is Ahab; the volcano, that is Ahab; the courageous, the undaunted, and victorious fowl, that, too, is Ahab; all are Ahab; and this round gold is but the image of the rounder globe, which, like a magician’s glass, to each and every man in turn but mirrors back his own mysterious self.	81	541	0.27881	3.658864	70	 every	2659	3.380054	1	0	70	70	66	 each and every	3	0.399631	3.600958	-0.057906	 each and every	3	0.399631	, which, like a magician’s glass, to each and every	15	0.52749	5	12							OK	EXACT-017
J5-541-065	541	atlas:J5-541 (80 Hits).txt	65	80	Sir Clifford’s whale has been articulated throughout; so that, like a great chest of drawers, you can open and shut him, in all his bony cavities—spread out his ribs like a gigantic fan—and swing all day upon his lower jaw.	55	541	0.137967	3.934454	27	 shut	2659	3.796487	1	0	27	27	18	, you can open and shut	6	0.025642	3.24029	-0.694164	, you can open and shut	6	0.025641	, like a great chest of drawers, you can open and shut	14	0.309838	4	29	6	 b	6	6	 b		OK	EXACT-037
J5-541-066	541	atlas:J5-541 (80 Hits).txt	66	80	A significant illustration of the fact, again and again repeated in this book, that the skeleton of the whale furnishes but little clue to the shape of his fully invested body.	35	541	0.132184	3.322441	10	 again	1594	3.190257	1	0	10	10	6	 again and again	3	0.449685	3.61331	0.290869	 again and again	3	0.449685	, again and again	4	0.982113	2	26	22	 fully	22				OK	EXACT-012
J5-541-067	541	atlas:J5-541 (80 Hits).txt	67	80	bear a hand there with those screws, and let’s finish it before the resurrection fellow comes a-calling with his horn for all legs, true or false, as brewery-men go round collecting old beer barrels, to fill ’em up again.	53	541	0.287751	4.55989	33	 false	2659	4.272139	1	0	33	33	31	 true or false	3	0.440123	3.912799	-0.647091	 true or false	3	0.440123	, true or false	4	0.926033	2	21							OK	EXACT-031
J5-541-068	541	atlas:J5-541 (80 Hits).txt	68	80	put up _thy_ gravestone, too, within the churchyard, and come hither, till we marry thee!” Hearkening to these voices, East and West, by early sunrise, and by fall of eve, the blacksmith’s soul responded, Aye, I come!	62	541	0.623865	4.998707	36	 West	2659	4.374842	1	0	36	36	34	 East and West	3	0.363765	4.414978	-0.583729	 East and West	3	0.363765	, East and West	4	1.06158	2	27							OK	EXACT-010
J5-541-069	541	atlas:J5-541 (80 Hits).txt	69	80	I’ll blow the fire.” When at last the twelve rods were made, Ahab tried them, one by one, by spiralling them, with his own hand, round a long, heavy iron bolt.	46	541	0.400998	3.664032	27	 one	2286	3.263035	1	0	27	27	22	 one by one	3	1.316719	4.760398	1.096366	 one by one	3	1.316718	, one by one	4	1.369682	2	20							OK	EXACT-004
J5-541-070	541	atlas:J5-541 (80 Hits).txt	70	80	These eyes of mine look into the very eye that is even now beholding him; aye, and into the eye that is even now equally beholding the objects on the unknown, thither side of thee, thou sun!” Then gazing at his quadrant, and handling, one after the other, its numerous cabalistical contrivances, he pondered again, and muttered: “Foolish toy!	86	541	0.106602	3.555812	62	 other	1790	3.449211	1	0	62	62	54	 one after the other	4	0.501118	3.9448	0.388988	 one after the other	4	0.501118	, and handling, one after the other	8	1.075647	5	25							OK	EXACT-007
J5-541-071	541	atlas:J5-541 (80 Hits).txt	71	80	In a severe gale like this, while the ship is but a tossed shuttlecock to the blast, it is by no means uncommon to see the needles in the compasses, at intervals, go round and round.	44	541	0.323844	4.11213	43	 round	2659	3.788286	1	0	43	43	36	, go round and round	5	0.053954	3.185046	-0.927084	, go round and round	5	0.053954	cock to the blast, it is by no means uncommon to see the needles in the compasses, at intervals, go round and round	27	0.422974	5	2							OK	EXACT-036
J5-541-072	541	atlas:J5-541 (80 Hits).txt	72	80	The sun is East, and that compass swears it!” One after another they peered in, for nothing but their own eyes could persuade such ignorance as theirs, and one after another they slunk away.	44	541	0.098716	3.353546	17	 another	1888	3.25483	1	0	17	17	15	 One after another	3	0.319294	3.775725	0.422179	 One after another	3	0.319294	” One after another	5	0.671461	2	28							OK	EXACT-011
J5-541-073	541	atlas:J5-541 (80 Hits).txt	73	80	In long Indian file, as when herons take wing, the white birds were now all flying towards Ahab’s boat; and when within a few yards began fluttering over the water there, wheeling round and round, with joyous, expectant cries.	55	541	0.17861	4.099549	46	 round	2659	3.920939	1	1	46	46	39	 water there, wheeling round and round	8	0.113642	3.613805	-0.485744	 water there, wheeling round and round	8	0.113642	 fluttering over the water there, wheeling round and round	12	0.39065	5	10						1	OK	EXACT-032
J5-541-074	541	atlas:J5-541 (80 Hits).txt	74	80	And now, while both elastic gunwales were springing in and out, as the whale dallied with the doomed craft in this devilish way; and from his body being submerged beneath the boat, he could not be darted at from the bows, for the bows were almost inside of him, as it were; and while the other boats involuntarily paused, as before a quick crisis impossible to withstand, then it was that monomaniac Ahab, furious with this tantalizing vicinity of his foe, which placed him all alive and helpless in the very jaws he hated; frenzied with all this, he seized the long bone with his naked hands, and wildly strove to wrench it from its gripe.	148	541	0.350812	4.162444	15	 out	2133	3.811632	1	0	15	15	13	 in and out	3	1.537592	5.409327	1.246883	 in and out	3	1.537592	 in and out	3	1.537592	1	134							OK	EXACT-022
J5-541-075	541	atlas:J5-541 (80 Hits).txt	75	80	Ripplingly withdrawing from his prey, Moby Dick now lay at a little distance, vertically thrusting his oblong white head up and down in the billows; and at the same time slowly revolving his whole spindled body; so that when his vast wrinkled forehead rose—some twenty or more feet out of the water—the now rising swells, with all their confluent waves, dazzlingly broke against it; vindictively tossing their shivered spray still higher into the air.	102	541	0.703669	4.542077	30	 down	1594	3.838408	1	0	30	30	28	 up and down	3	1.156497	4.184614	-0.357463	 up and down	3	1.156504	 up and down	3	1.156497	1	73	8	 the	31				OK	EXACT-001
J5-541-076	541	atlas:J5-541 (80 Hits).txt	76	80	But soon resuming his horizontal attitude, Moby Dick swam swiftly round and round the wrecked crew; sideways churning the water in his vengeful wake, as if lashing himself up to still another and more deadly assault.	47	541	0.126711	4.485176	17	 round	2659	4.358464	1	1	17	17	7	y Dick swam swiftly round and round	8	0.000351	3.69264	-0.792536	 horizontal attitude, Moby Dick swam swiftly round and round	12	0.033561	But soon resuming his horizontal attitude, Moby Dick swam swiftly round and round	17	0.126711	4	31						1	OK	EXACT-047
J5-541-077	541	atlas:J5-541 (80 Hits).txt	77	80	And as the mighty iron Leviathan of the modern railway is so familiarly known in its every pace, that, with watches in their hands, men time his rate as doctors that of a baby’s pulse; and lightly say of it, the up train or the down train will reach such or such a spot, at such or such an hour; even so, almost, there are occasions when these Nantucketers time that other Leviathan of the deep, according to the observed humor of his speed; and say to themselves, so many hours hence this whale will have gone two hundred miles, will have about reached this or that degree of latitude or longitude.	134	541	0.20684	4.398791	127	 that	2659	4.191951	1	0	127	127	94	 this or that	3	0.446101	3.91242	-0.486371	 this or that	3	0.446102	 this or that	3	0.446101	1	8							OK	EXACT-008
J5-541-078	541	atlas:J5-541 (80 Hits).txt	78	80	While the two crews were yet circling in the waters, reaching out after the revolving line-tubs, oars, and other floating furniture, while aslope little Flask bobbed up and down like an empty vial, twitching his legs upwards to escape the dreaded jaws of sharks; and Stubb was lustily singing out for some one to ladle him up; and while the old man’s line—now parting—admitted of his pulling into the creamy pool to rescue whom he could;—in that wild simultaneousness of a thousand concreted perils,—Ahab’s yet unstricken boat seemed drawn up towards Heaven by invisible wires,—as, arrow-like, shooting perpendicularly from the sea, the White Whale dashed his broad forehead against its bottom, and sent it, turning over and over, into the air; till it fell again—gunwale downwards—and Ahab and his men struggled out from under it, like seals from a sea-side cave.	206	541	0.256558	4.332674	40	 down	2874	4.076116	1	0	40	40	38	 up and down	3	1.156497	4.184614	-0.14806	 up and down	3	1.156497	 up and down	3	1.156497	1	167	5	ial	5				OK	EXACT-001
J5-541-079	541	atlas:J5-541 (80 Hits).txt	79	80	One after the other, through the port-holes, as he sped, he also caught flying glimpses of Stubb and Flask, busying themselves on deck among bundles of new irons and lances.	42	541	0.697641	3.841073	4	 other	2874	3.143431	1	0	4	4	1	One after the other	4	0.744243	3.841069	-4e-06	One after the other	4	0.744243	One after the other	4	0.744243	1	39	36	 l	36				OK	EXACT-042
J5-541-080	541	atlas:J5-541 (80 Hits).txt	80	80	Oh, Stubb, I hope my poor mother’s drawn my part-pay ere this; if not, few coppers will now come to her, for the voyage is up.” From the ship’s bows, nearly all the seamen now hung inactive; hammers, bits of plank, lances, and harpoons, mechanically retained in their hands, just as they had darted from their various employments; all their enchanted eyes intent upon the whale, which from side to side strangely vibrating his predestinating head, sent a broad band of overspreading semicircular foam before him as he rushed.	132	541	0.205375	4.173106	105	 side	419	3.967731	1	0	105	105	103	 side to side	3	0.198191	3.677987	-0.495119	 side to side	3	0.1982	 from side to side	4	1.005343	2	28	6	est	6	6	est		OK	EXACT-029
