# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	98
branch	variant	carrier_id	n	retained_541_n	retained_541_rate	raw_completion_541_mean	raw_completion_541_median	raw_completion_increment_mean	raw_completion_increment_median	peak_541_mean	peak_541_median	signed_541_margin_mean	signed_541_margin_median	completion_is_target_peak_n	member_case_ids
CORE_FACTORIAL	CA	BARE	6	0	0.0	0.227166	0.048292	0.251518	0.072154	0.275683	0.052837	-2.674624	-2.815387	3	["CORE_FACTORIAL__UP_DOWN__CA__BARE__NONE", "CORE_FACTORIAL__NOW_THEN__CA__BARE__NONE", "CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE", "CORE_FACTORIAL__TRUE_FALSE__CA__BARE__NONE", "CORE_FACTORIAL__EAST_WEST__CA__BARE__NONE"]
CORE_FACTORIAL	CA	THEY_SAID	6	0	0.0	-0.062886	-0.15259	-0.045612	-0.141154	0.06595	-0.000102	-2.892301	-2.90337	1	["CORE_FACTORIAL__UP_DOWN__CA__THEY_SAID__NONE", "CORE_FACTORIAL__NOW_THEN__CA__THEY_SAID__NONE", "CORE_FACTORIAL__HERE_THERE__CA__THEY_SAID__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CA__THEY_SAID__NONE", "CORE_FACTORIAL__TRUE_FALSE__CA__THEY_SAID__NONE", "CORE_FACTORIAL__EAST_WEST__CA__THEY_SAID__NONE"]
CORE_FACTORIAL	CA	THE_PHRASE	6	0	0.0	0.039859	-0.081507	0.05358	-0.075894	0.110663	-0.000102	-3.122485	-3.23325	2	["CORE_FACTORIAL__UP_DOWN__CA__THE_PHRASE__NONE", "CORE_FACTORIAL__NOW_THEN__CA__THE_PHRASE__NONE", "CORE_FACTORIAL__HERE_THERE__CA__THE_PHRASE__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE", "CORE_FACTORIAL__TRUE_FALSE__CA__THE_PHRASE__NONE", "CORE_FACTORIAL__EAST_WEST__CA__THE_PHRASE__NONE"]
CORE_FACTORIAL	CA	V9_SPACE	6	0	0.0	-0.007773	-0.123805	0.006245	-0.113949	0.103231	-0.000102	-3.030886	-3.136708	1	["CORE_FACTORIAL__UP_DOWN__CA__V9_SPACE__NONE", "CORE_FACTORIAL__NOW_THEN__CA__V9_SPACE__NONE", "CORE_FACTORIAL__HERE_THERE__CA__V9_SPACE__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CA__V9_SPACE__NONE", "CORE_FACTORIAL__TRUE_FALSE__CA__V9_SPACE__NONE", "CORE_FACTORIAL__EAST_WEST__CA__V9_SPACE__NONE"]
CORE_FACTORIAL	CC	BARE	6	6	1.0	3.839729	3.871066	3.86408	3.906326	3.839729	3.871066	0.704309	0.47767	6	["CORE_FACTORIAL__UP_DOWN__CC__BARE__NONE", "CORE_FACTORIAL__NOW_THEN__CC__BARE__NONE", "CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE", "CORE_FACTORIAL__TRUE_FALSE__CC__BARE__NONE", "CORE_FACTORIAL__EAST_WEST__CC__BARE__NONE"]
CORE_FACTORIAL	CC	THEY_SAID	6	4	0.666667	4.067933	4.03642	4.085206	4.044932	4.067933	4.03642	0.644774	0.788888	6	["CORE_FACTORIAL__UP_DOWN__CC__THEY_SAID__NONE", "CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE", "CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CC__THEY_SAID__NONE", "CORE_FACTORIAL__TRUE_FALSE__CC__THEY_SAID__NONE", "CORE_FACTORIAL__EAST_WEST__CC__THEY_SAID__NONE"]
CORE_FACTORIAL	CC	THE_PHRASE	6	5	0.833333	4.17006	4.160918	4.183781	4.168486	4.17006	4.160918	0.512613	0.507631	6	["CORE_FACTORIAL__UP_DOWN__CC__THE_PHRASE__NONE", "CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE", "CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE", "CORE_FACTORIAL__TRUE_FALSE__CC__THE_PHRASE__NONE", "CORE_FACTORIAL__EAST_WEST__CC__THE_PHRASE__NONE"]
CORE_FACTORIAL	CC	V9_SPACE	6	6	1.0	3.950798	3.884493	3.964816	3.900269	3.950798	3.884493	0.660862	0.52317	6	["CORE_FACTORIAL__UP_DOWN__CC__V9_SPACE__NONE", "CORE_FACTORIAL__NOW_THEN__CC__V9_SPACE__NONE", "CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE", "CORE_FACTORIAL__RIGHT_LEFT__CC__V9_SPACE__NONE", "CORE_FACTORIAL__TRUE_FALSE__CC__V9_SPACE__NONE", "CORE_FACTORIAL__EAST_WEST__CC__V9_SPACE__NONE"]
ENDPOINT_CONTROL	ARBFIRST_SECOND	BARE	6	0	0.0	-0.069935	-0.065796	0.041642	0.011779	-0.000102	-0.000102	-2.891215	-2.942875	0	["ENDPOINT_CONTROL__UP_DOWN__ARBFIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__EAST_WEST__ARBFIRST_SECOND__BARE__NONE"]
ENDPOINT_CONTROL	ARBFIRST_SECOND	THEY_SAID	6	0	0.0	-0.022758	-0.020298	0.051972	0.053114	-0.000102	-0.000102	-2.57696	-2.514596	0	["ENDPOINT_CONTROL__UP_DOWN__ARBFIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__EAST_WEST__ARBFIRST_SECOND__THEY_SAID__NONE"]
ENDPOINT_CONTROL	ARBFIRST_SECOND	THE_PHRASE	6	0	0.0	-0.053159	-0.049613	0.003155	-0.002448	-0.000102	-0.000102	-3.23325	-3.23325	0	["ENDPOINT_CONTROL__UP_DOWN__ARBFIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__EAST_WEST__ARBFIRST_SECOND__THE_PHRASE__NONE"]
ENDPOINT_CONTROL	ARBFIRST_SECOND	V9_SPACE	6	0	0.0	-0.054659	-0.068334	0.076076	0.070827	-0.000102	-0.000102	-3.499519	-3.427944	0	["ENDPOINT_CONTROL__UP_DOWN__ARBFIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__EAST_WEST__ARBFIRST_SECOND__V9_SPACE__NONE"]
ENDPOINT_CONTROL	CONNECTOR_SECOND	BARE	6	0	0.0	-0.099855	-0.142724	-0.076781	-0.116176	0.014698	-0.000102	-2.465904	-2.485485	1	["ENDPOINT_CONTROL__UP_DOWN__CONNECTOR_SECOND__BARE__NONE", "ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__BARE__NONE", "ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__BARE__NONE", "ENDPOINT_CONTROL__EAST_WEST__CONNECTOR_SECOND__BARE__NONE"]
ENDPOINT_CONTROL	CONNECTOR_SECOND	THEY_SAID	6	0	0.0	-0.007823	-0.05403	0.013575	-0.028698	0.064697	-0.000102	-2.489051	-2.592426	2	["ENDPOINT_CONTROL__UP_DOWN__CONNECTOR_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__EAST_WEST__CONNECTOR_SECOND__THEY_SAID__NONE"]
ENDPOINT_CONTROL	CONNECTOR_SECOND	THE_PHRASE	6	0	0.0	-0.069561	-0.08051	-0.059966	-0.071447	0.01402	-0.000102	-3.219128	-3.23325	1	["ENDPOINT_CONTROL__UP_DOWN__CONNECTOR_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__EAST_WEST__CONNECTOR_SECOND__THE_PHRASE__NONE"]
ENDPOINT_CONTROL	CONNECTOR_SECOND	V9_SPACE	6	0	0.0	-0.058331	-0.128055	-0.030008	-0.095381	0.031189	-0.000102	-2.866836	-2.944729	2	["ENDPOINT_CONTROL__UP_DOWN__CONNECTOR_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__EAST_WEST__CONNECTOR_SECOND__V9_SPACE__NONE"]
ENDPOINT_CONTROL	FIRST_REPEAT	BARE	6	0	0.0	-0.143651	-0.153811	-0.066997	-0.064844	-0.000102	-0.000102	-2.781309	-2.727438	0	["ENDPOINT_CONTROL__UP_DOWN__FIRST_REPEAT__BARE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__BARE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__BARE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__BARE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_REPEAT__BARE__NONE"]
ENDPOINT_CONTROL	FIRST_REPEAT	THEY_SAID	6	0	0.0	-0.139053	-0.155456	-0.060419	-0.053552	-0.000102	-0.000102	-2.553513	-2.427816	0	["ENDPOINT_CONTROL__UP_DOWN__FIRST_REPEAT__THEY_SAID__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__THEY_SAID__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THEY_SAID__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__THEY_SAID__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__THEY_SAID__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_REPEAT__THEY_SAID__NONE"]
ENDPOINT_CONTROL	FIRST_REPEAT	THE_PHRASE	6	0	0.0	-0.103396	-0.096579	-0.080454	-0.062061	-0.000102	-0.000102	-3.23325	-3.23325	0	["ENDPOINT_CONTROL__UP_DOWN__FIRST_REPEAT__THE_PHRASE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__THE_PHRASE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THE_PHRASE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__THE_PHRASE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__THE_PHRASE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_REPEAT__THE_PHRASE__NONE"]
ENDPOINT_CONTROL	FIRST_REPEAT	V9_SPACE	6	0	0.0	-0.142557	-0.146864	-0.056268	-0.04601	-0.000102	-0.000102	-3.066231	-3.082676	0	["ENDPOINT_CONTROL__UP_DOWN__FIRST_REPEAT__V9_SPACE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__V9_SPACE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__V9_SPACE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__V9_SPACE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__V9_SPACE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_REPEAT__V9_SPACE__NONE"]
ENDPOINT_CONTROL	FIRST_SECOND	BARE	6	0	0.0	0.016398	-0.045767	0.093052	0.021413	0.099793	0.037287	-2.794022	-2.705168	3	["ENDPOINT_CONTROL__UP_DOWN__FIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__BARE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_SECOND__BARE__NONE"]
ENDPOINT_CONTROL	FIRST_SECOND	THEY_SAID	6	0	0.0	-0.023582	-0.091014	0.055052	0.004667	0.066732	-0.000102	-2.414157	-2.360972	1	["ENDPOINT_CONTROL__UP_DOWN__FIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__THEY_SAID__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_SECOND__THEY_SAID__NONE"]
ENDPOINT_CONTROL	FIRST_SECOND	THE_PHRASE	6	0	0.0	-0.032334	-0.102345	-0.009392	-0.062867	0.058311	-0.000102	-3.174837	-3.23325	2	["ENDPOINT_CONTROL__UP_DOWN__FIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__THE_PHRASE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_SECOND__THE_PHRASE__NONE"]
ENDPOINT_CONTROL	FIRST_SECOND	V9_SPACE	6	0	0.0	0.221287	0.188704	0.307576	0.306573	0.252189	0.188704	-2.847283	-2.773391	4	["ENDPOINT_CONTROL__UP_DOWN__FIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__V9_SPACE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FIRST_SECOND__V9_SPACE__NONE"]
ENDPOINT_CONTROL	FULL_FRAME	BARE	6	6	1.0	3.839729	3.871066	3.86408	3.906326	3.839729	3.871066	0.704309	0.47767	6	["ENDPOINT_CONTROL__UP_DOWN__FULL_FRAME__BARE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__BARE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__BARE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FULL_FRAME__BARE__NONE"]
ENDPOINT_CONTROL	FULL_FRAME	THEY_SAID	6	4	0.666667	4.067933	4.03642	4.085206	4.044932	4.067933	4.03642	0.644774	0.788888	6	["ENDPOINT_CONTROL__UP_DOWN__FULL_FRAME__THEY_SAID__NONE", "ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE", "ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THEY_SAID__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__THEY_SAID__NONE", "ENDPOINT_CONTROL__EAST_WEST__FULL_FRAME__THEY_SAID__NONE"]
ENDPOINT_CONTROL	FULL_FRAME	THE_PHRASE	6	5	0.833333	4.17006	4.160918	4.183781	4.168486	4.17006	4.160918	0.512613	0.507631	6	["ENDPOINT_CONTROL__UP_DOWN__FULL_FRAME__THE_PHRASE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__THE_PHRASE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FULL_FRAME__THE_PHRASE__NONE"]
ENDPOINT_CONTROL	FULL_FRAME	V9_SPACE	6	6	1.0	3.950798	3.884493	3.964816	3.900269	3.950798	3.884493	0.660862	0.52317	6	["ENDPOINT_CONTROL__UP_DOWN__FULL_FRAME__V9_SPACE__NONE", "ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__V9_SPACE__NONE", "ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__V9_SPACE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__V9_SPACE__NONE", "ENDPOINT_CONTROL__EAST_WEST__FULL_FRAME__V9_SPACE__NONE"]
ENDPOINT_CONTROL	REVERSED	BARE	6	5	0.833333	3.732859	4.09162	3.76394	4.135568	3.732859	4.09162	0.541896	0.578277	6	["ENDPOINT_CONTROL__UP_DOWN__REVERSED__BARE__NONE", "ENDPOINT_CONTROL__NOW_THEN__REVERSED__BARE__NONE", "ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__BARE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__BARE__NONE", "ENDPOINT_CONTROL__EAST_WEST__REVERSED__BARE__NONE"]
ENDPOINT_CONTROL	REVERSED	THEY_SAID	6	3	0.5	3.885648	4.166795	3.909025	4.187577	3.885648	4.166795	0.072631	0.01118	6	["ENDPOINT_CONTROL__UP_DOWN__REVERSED__THEY_SAID__NONE", "ENDPOINT_CONTROL__NOW_THEN__REVERSED__THEY_SAID__NONE", "ENDPOINT_CONTROL__HERE_THERE__REVERSED__THEY_SAID__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__THEY_SAID__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__THEY_SAID__NONE", "ENDPOINT_CONTROL__EAST_WEST__REVERSED__THEY_SAID__NONE"]
ENDPOINT_CONTROL	REVERSED	THE_PHRASE	6	3	0.5	3.831609	4.140999	3.851777	4.169151	3.831609	4.140999	0.196387	0.044858	6	["ENDPOINT_CONTROL__UP_DOWN__REVERSED__THE_PHRASE__NONE", "ENDPOINT_CONTROL__NOW_THEN__REVERSED__THE_PHRASE__NONE", "ENDPOINT_CONTROL__HERE_THERE__REVERSED__THE_PHRASE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__THE_PHRASE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__THE_PHRASE__NONE", "ENDPOINT_CONTROL__EAST_WEST__REVERSED__THE_PHRASE__NONE"]
ENDPOINT_CONTROL	REVERSED	V9_SPACE	6	5	0.833333	3.649488	3.873671	3.66849	3.893118	3.649488	3.873671	0.26714	0.421686	6	["ENDPOINT_CONTROL__UP_DOWN__REVERSED__V9_SPACE__NONE", "ENDPOINT_CONTROL__NOW_THEN__REVERSED__V9_SPACE__NONE", "ENDPOINT_CONTROL__HERE_THERE__REVERSED__V9_SPACE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__V9_SPACE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__V9_SPACE__NONE", "ENDPOINT_CONTROL__EAST_WEST__REVERSED__V9_SPACE__NONE"]
ENDPOINT_CONTROL	SECOND_ONLY	BARE	6	0	0.0	-0.075557	-0.071022	-0.075455	-0.07092	-0.000102	-0.000102	-2.753834	-2.680511	0	["ENDPOINT_CONTROL__UP_DOWN__SECOND_ONLY__BARE__NONE", "ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__BARE__NONE", "ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__BARE__NONE", "ENDPOINT_CONTROL__EAST_WEST__SECOND_ONLY__BARE__NONE"]
ENDPOINT_CONTROL	SECOND_ONLY	THEY_SAID	6	0	0.0	-0.064021	-0.060411	-0.025641	-0.022031	-0.000102	-0.000102	-2.360972	-2.360972	0	["ENDPOINT_CONTROL__UP_DOWN__SECOND_ONLY__THEY_SAID__NONE", "ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__THEY_SAID__NONE", "ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THEY_SAID__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THEY_SAID__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__THEY_SAID__NONE", "ENDPOINT_CONTROL__EAST_WEST__SECOND_ONLY__THEY_SAID__NONE"]
ENDPOINT_CONTROL	SECOND_ONLY	THE_PHRASE	6	0	0.0	-0.036351	-0.03183	0.019233	0.023754	-0.000102	-0.000102	-3.23325	-3.23325	0	["ENDPOINT_CONTROL__UP_DOWN__SECOND_ONLY__THE_PHRASE__NONE", "ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__THE_PHRASE__NONE", "ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THE_PHRASE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THE_PHRASE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__THE_PHRASE__NONE", "ENDPOINT_CONTROL__EAST_WEST__SECOND_ONLY__THE_PHRASE__NONE"]
ENDPOINT_CONTROL	SECOND_ONLY	V9_SPACE	6	0	0.0	-0.097349	-0.095581	-0.097247	-0.095479	-0.000102	-0.000102	-3.136204	-3.114586	0	["ENDPOINT_CONTROL__UP_DOWN__SECOND_ONLY__V9_SPACE__NONE", "ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__V9_SPACE__NONE", "ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__V9_SPACE__NONE", "ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__V9_SPACE__NONE", "ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__V9_SPACE__NONE", "ENDPOINT_CONTROL__EAST_WEST__SECOND_ONLY__V9_SPACE__NONE"]
PAIR_PANEL	ARBITRARY	BARE	8	1	0.125	0.804825	0.553183	0.819096	0.577276	0.821044	0.553183	-2.056358	-2.305821	7	["PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE", "PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE", "PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE", "PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE", "PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE", "PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE", "PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE", "PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE"]
PAIR_PANEL	ARBITRARY	THEY_SAID	8	1	0.125	0.532065	0.323234	0.537029	0.328414	0.580134	0.323234	-1.885871	-2.185168	5	["PAIR_PANEL__PAIR_01__ARBITRARY__THEY_SAID__NONE", "PAIR_PANEL__PAIR_02__ARBITRARY__THEY_SAID__NONE", "PAIR_PANEL__PAIR_03__ARBITRARY__THEY_SAID__NONE", "PAIR_PANEL__PAIR_04__ARBITRARY__THEY_SAID__NONE", "PAIR_PANEL__PAIR_05__ARBITRARY__THEY_SAID__NONE", "PAIR_PANEL__PAIR_06__ARBITRARY__THEY_SAID__NONE", "PAIR_PANEL__PAIR_07__ARBITRARY__THEY_SAID__NONE", "PAIR_PANEL__PAIR_08__ARBITRARY__THEY_SAID__NONE"]
PAIR_PANEL	ARBITRARY	THE_PHRASE	8	0	0.0	0.506102	0.060376	0.512758	0.063008	0.568044	0.063052	-2.665101	-3.170094	4	["PAIR_PANEL__PAIR_01__ARBITRARY__THE_PHRASE__NONE", "PAIR_PANEL__PAIR_02__ARBITRARY__THE_PHRASE__NONE", "PAIR_PANEL__PAIR_03__ARBITRARY__THE_PHRASE__NONE", "PAIR_PANEL__PAIR_04__ARBITRARY__THE_PHRASE__NONE", "PAIR_PANEL__PAIR_05__ARBITRARY__THE_PHRASE__NONE", "PAIR_PANEL__PAIR_06__ARBITRARY__THE_PHRASE__NONE", "PAIR_PANEL__PAIR_07__ARBITRARY__THE_PHRASE__NONE", "PAIR_PANEL__PAIR_08__ARBITRARY__THE_PHRASE__NONE"]
