# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	2596
case_id	branch	seed_id	variant	carrier_id	string	pos	token	token_id	is_second_member_token	is_completion_token	raw_541	running_541	running_leader	running_margin	raw_top5
ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	ARBFIRST_SECOND	BARE	garden left	3	 left	1364	1	1	-0.008091	-0.000102	1888	0.455122	[[1888, 2.158417], [2052, 2.080693], [1946, 1.714444], [776, 1.485059], [654, 1.481146]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_REPEAT	BARE	right right	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_REPEAT	BARE	right right	1	right	3506	0	0	-0.01172	-0.000102	1888	0.367112	[[1888, 2.727982], [1790, 2.288639], [1068, 2.122274], [234, 2.051045], [966, 1.93584]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_REPEAT	BARE	right right	2	 right	826	1	1	-0.148229	-0.000102	1888	0.061943	[[1691, 2.666039], [2269, 2.344264], [2463, 2.309755], [1203, 2.173711], [715, 1.804144]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	BARE	left and right	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	BARE	left and right	1	left	9464	0	0	-0.012606	-0.000102	1888	0.309091	[[1888, 2.772761], [2052, 2.46367], [234, 2.04129], [1790, 1.765592], [2312, 1.734905]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	BARE	left and right	2	 and	290	0	0	-0.054413	-0.000102	1888	0.309091	[[1790, 1.667716], [1203, 1.506348], [194, 1.407527], [2201, 1.270606], [1787, 1.239332]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__BARE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	BARE	left and right	3	 right	826	1	1	4.119477	4.119477	541	1.01793	[[541, 4.119477], [2659, 3.101547], [638, 2.865728], [2317, 2.109668], [2269, 1.909389]]
CORE_FACTORIAL__RIGHT_LEFT__CC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	V9_SPACE	 right and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__CC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	V9_SPACE	 right and left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
CORE_FACTORIAL__RIGHT_LEFT__CC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	V9_SPACE	 right and left	2	 and	290	0	0	-0.02445	-0.000102	1888	0.410401	[[1790, 2.098189], [1888, 1.90578], [2345, 1.684176], [654, 1.651881], [2505, 1.338281]]
CORE_FACTORIAL__RIGHT_LEFT__CC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	V9_SPACE	 right and left	3	 left	1364	1	1	3.856174	3.856174	541	0.476619	[[541, 3.856174], [2659, 3.379555], [638, 2.87551], [2269, 2.310713], [2317, 2.202318]]
CORE_FACTORIAL__RIGHT_LEFT__CA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	V9_SPACE	 right and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__CA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	V9_SPACE	 right and violin	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
CORE_FACTORIAL__RIGHT_LEFT__CA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	V9_SPACE	 right and violin	2	 and	290	0	0	-0.02445	-0.000102	1888	0.410401	[[1790, 2.098189], [1888, 1.90578], [2345, 1.684176], [654, 1.651881], [2505, 1.338281]]
CORE_FACTORIAL__RIGHT_LEFT__CA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	V9_SPACE	 right and violin	3	 violin	38283	1	1	-0.108837	-0.000102	1888	0.410401	[[1888, 2.55619], [1790, 2.112261], [654, 1.446927], [847, 1.372022], [2733, 1.195437]]
CORE_FACTORIAL__RIGHT_LEFT__AC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	V9_SPACE	 garden and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__AC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	V9_SPACE	 garden and left	1	 garden	11376	0	0	-0.154299	-0.000102	1888	1.034623	[[1888, 3.792913], [1790, 2.75829], [464, 2.058525], [1998, 1.473075], [2305, 1.379266]]
CORE_FACTORIAL__RIGHT_LEFT__AC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	V9_SPACE	 garden and left	2	 and	290	0	0	-0.01507	-0.000102	1888	1.034623	[[1790, 2.046572], [1888, 1.61878], [194, 1.21113], [1203, 1.186876], [654, 1.123924]]
CORE_FACTORIAL__RIGHT_LEFT__AC__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	V9_SPACE	 garden and left	3	 left	1364	1	1	-0.11047	-0.000102	1888	1.034623	[[2608, 2.419052], [2052, 2.354778], [1888, 2.223193], [638, 2.200693], [847, 2.013891]]
CORE_FACTORIAL__RIGHT_LEFT__AA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	V9_SPACE	 garden and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__AA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	V9_SPACE	 garden and violin	1	 garden	11376	0	0	-0.154299	-0.000102	1888	1.034623	[[1888, 3.792913], [1790, 2.75829], [464, 2.058525], [1998, 1.473075], [2305, 1.379266]]
CORE_FACTORIAL__RIGHT_LEFT__AA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	V9_SPACE	 garden and violin	2	 and	290	0	0	-0.01507	-0.000102	1888	1.034623	[[1790, 2.046572], [1888, 1.61878], [194, 1.21113], [1203, 1.186876], [654, 1.123924]]
CORE_FACTORIAL__RIGHT_LEFT__AA__V9_SPACE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	V9_SPACE	 garden and violin	3	 violin	38283	1	1	0.268801	0.268801	1888	1.034623	[[1888, 2.222957], [1790, 2.217087], [2659, 1.640079], [638, 1.556504], [847, 1.55082]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	V9_SPACE	 right and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	V9_SPACE	 right and left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	V9_SPACE	 right and left	2	 and	290	0	0	-0.02445	-0.000102	1888	0.410401	[[1790, 2.098189], [1888, 1.90578], [2345, 1.684176], [654, 1.651881], [2505, 1.338281]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	V9_SPACE	 right and left	3	 left	1364	1	1	3.856174	3.856174	541	0.476619	[[541, 3.856174], [2659, 3.379555], [638, 2.87551], [2269, 2.310713], [2317, 2.202318]]
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	SECOND_ONLY	V9_SPACE	 left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	SECOND_ONLY	V9_SPACE	 left	1	 left	1364	1	1	-0.042822	-0.000102	1888	0.7632	[[1888, 3.12407], [1790, 2.350049], [2052, 2.270446], [464, 1.828969], [234, 1.707047]]
ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	CONNECTOR_SECOND	V9_SPACE	 and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	CONNECTOR_SECOND	V9_SPACE	 and left	1	 and	290	0	0	-0.032673	-0.000102	1790	0.284403	[[1790, 2.944628], [1888, 2.660225], [654, 1.689219], [1203, 1.564642], [464, 1.471345]]
ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	CONNECTOR_SECOND	V9_SPACE	 and left	2	 left	1364	1	1	-0.12623	-0.000102	1790	0.284403	[[2052, 2.559926], [1790, 2.143216], [2608, 2.134684], [1888, 2.112448], [776, 2.10136]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_SECOND	V9_SPACE	 right left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_SECOND	V9_SPACE	 right left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113197], [1790, 2.702796], [1068, 2.562422], [654, 2.159785], [1998, 2.022583]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_SECOND	V9_SPACE	 right left	2	 left	1364	1	1	-0.022054	-0.000102	2463	0.329485	[[2463, 3.442682], [2269, 3.004858], [259, 2.628201], [1691, 2.361553], [967, 1.882136]]
ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	ARBFIRST_SECOND	V9_SPACE	 garden left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	ARBFIRST_SECOND	V9_SPACE	 garden left	1	 garden	11376	0	0	-0.154299	-0.000102	1888	1.034623	[[1888, 3.792912], [1790, 2.758289], [464, 2.058525], [1998, 1.473075], [2305, 1.379267]]
ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	ARBFIRST_SECOND	V9_SPACE	 garden left	2	 left	1364	1	1	-0.009861	-0.000102	1888	1.034623	[[2052, 2.651283], [2034, 2.268429], [1888, 2.118209], [2201, 1.45147], [2312, 1.443267]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_REPEAT	V9_SPACE	 right right	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_REPEAT	V9_SPACE	 right right	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113197], [1790, 2.702796], [1068, 2.562422], [654, 2.159785], [1998, 2.022583]]
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FIRST_REPEAT	V9_SPACE	 right right	2	 right	826	1	1	-0.166622	-0.000102	1888	0.410401	[[1691, 2.674708], [2269, 2.036237], [2463, 2.025883], [259, 1.903194], [1790, 1.848497]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	V9_SPACE	 left and right	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	V9_SPACE	 left and right	1	 left	1364	0	0	-0.042822	-0.000102	1888	0.763201	[[1888, 3.12407], [1790, 2.350049], [2052, 2.270447], [464, 1.828971], [234, 1.707047]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	V9_SPACE	 left and right	2	 and	290	0	0	-0.026611	-0.000102	1888	0.763201	[[1790, 1.845734], [194, 1.495991], [1203, 1.236202], [445, 1.149505], [332, 1.140564]]
ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	REVERSED	V9_SPACE	 left and right	3	 right	826	1	1	3.811974	3.811974	541	0.687903	[[541, 3.811974], [2659, 2.828513], [638, 2.762505], [2317, 2.050958], [2269, 1.979387]]
CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	THE_PHRASE	the phrase right and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	THE_PHRASE	the phrase right and left	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	THE_PHRASE	the phrase right and left	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	THE_PHRASE	the phrase right and left	3	 right	826	0	0	-0.004885	-0.000102	2073	0.489396	[[1068, 1.913262], [966, 1.864927], [1959, 1.789712], [1790, 1.355697], [2269, 1.34188]]
CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	THE_PHRASE	the phrase right and left	4	 and	290	0	0	-0.018094	-0.000102	2073	0.489396	[[2505, 2.391773], [2345, 1.971142], [1790, 1.42494], [1888, 1.405674], [2973, 1.403754]]
CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CC	THE_PHRASE	the phrase right and left	5	 left	1364	1	1	3.803965	3.803965	2659	0.051287	[[2659, 3.855252], [541, 3.803965], [638, 2.624466], [2317, 2.090946], [259, 2.024196]]
CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	THE_PHRASE	the phrase right and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	THE_PHRASE	the phrase right and violin	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	THE_PHRASE	the phrase right and violin	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	THE_PHRASE	the phrase right and violin	3	 right	826	0	0	-0.004885	-0.000102	2073	0.489396	[[1068, 1.913262], [966, 1.864927], [1959, 1.789712], [1790, 1.355697], [2269, 1.34188]]
CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	THE_PHRASE	the phrase right and violin	4	 and	290	0	0	-0.018094	-0.000102	2073	0.489396	[[2505, 2.391773], [2345, 1.971142], [1790, 1.42494], [1888, 1.405674], [2973, 1.403754]]
CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	CA	THE_PHRASE	the phrase right and violin	5	 violin	38283	1	1	-0.11199	-0.000102	2073	0.489396	[[1888, 2.441324], [1790, 2.274589], [654, 1.454039], [638, 1.357869], [979, 1.252351]]
CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	THE_PHRASE	the phrase garden and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	THE_PHRASE	the phrase garden and left	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	THE_PHRASE	the phrase garden and left	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	THE_PHRASE	the phrase garden and left	3	 garden	11376	0	0	-0.067502	-0.000102	2073	0.489396	[[1888, 2.292496], [1790, 1.582907], [1505, 1.227011], [778, 1.223089], [2297, 1.160383]]
CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	THE_PHRASE	the phrase garden and left	4	 and	290	0	0	-0.006096	-0.000102	2073	0.489396	[[1790, 1.43566], [194, 1.378266], [1543, 1.359215], [1505, 1.124484], [2753, 1.089508]]
CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AC	THE_PHRASE	the phrase garden and left	5	 left	1364	1	1	-0.092484	-0.000102	2073	0.489396	[[2052, 2.36003], [1888, 2.039634], [2312, 1.997567], [2608, 1.965576], [776, 1.864274]]
CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	THE_PHRASE	the phrase garden and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	THE_PHRASE	the phrase garden and violin	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	THE_PHRASE	the phrase garden and violin	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	THE_PHRASE	the phrase garden and violin	3	 garden	11376	0	0	-0.067502	-0.000102	2073	0.489396	[[1888, 2.292496], [1790, 1.582907], [1505, 1.227011], [778, 1.223089], [2297, 1.160383]]
CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	THE_PHRASE	the phrase garden and violin	4	 and	290	0	0	-0.006096	-0.000102	2073	0.489396	[[1790, 1.43566], [194, 1.378266], [1543, 1.359215], [1505, 1.124484], [2753, 1.089508]]
CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	CORE_FACTORIAL	RIGHT_LEFT	AA	THE_PHRASE	the phrase garden and violin	5	 violin	38283	1	1	0.060697	0.060697	2073	0.489396	[[1790, 2.267341], [1888, 2.039822], [638, 1.525848], [654, 1.364535], [847, 1.289842]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	THE_PHRASE	the phrase right and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	THE_PHRASE	the phrase right and left	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	THE_PHRASE	the phrase right and left	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	THE_PHRASE	the phrase right and left	3	 right	826	0	0	-0.004885	-0.000102	2073	0.489396	[[1068, 1.913262], [966, 1.864927], [1959, 1.789712], [1790, 1.355697], [2269, 1.34188]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	THE_PHRASE	the phrase right and left	4	 and	290	0	0	-0.018094	-0.000102	2073	0.489396	[[2505, 2.391773], [2345, 1.971142], [1790, 1.42494], [1888, 1.405674], [2973, 1.403754]]
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	FULL_FRAME	THE_PHRASE	the phrase right and left	5	 left	1364	1	1	3.803965	3.803965	2659	0.051287	[[2659, 3.855252], [541, 3.803965], [638, 2.624466], [2317, 2.090946], [259, 2.024196]]
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	SECOND_ONLY	THE_PHRASE	the phrase left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	SECOND_ONLY	THE_PHRASE	the phrase left	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	RIGHT_LEFT	SECOND_ONLY	THE_PHRASE	the phrase left	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
