# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	3252
case_id	branch	seed_id	variant	carrier_id	string	pos	token	token_id	is_second_member_token	is_completion_token	raw_541	running_541	running_leader	running_margin	raw_top5
REPEAT_CONNECTOR__AFTER_DAY__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	TO	THEY_SAID	they said day to day	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AFTER_DAY__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	TO	THEY_SAID	they said day to day	3	 day	1110	0	0	-0.096611	-0.000102	2256	0.053377	[[1888, 2.183027], [2735, 2.12774], [947, 1.734522], [1131, 1.638938], [1893, 1.520947]]
REPEAT_CONNECTOR__AFTER_DAY__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	TO	THEY_SAID	they said day to day	4	 to	284	0	0	-0.003975	-0.000102	419	0.295837	[[419, 2.656707], [1790, 2.267474], [2420, 2.209487], [2681, 1.989612], [1762, 1.920858]]
REPEAT_CONNECTOR__AFTER_DAY__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	TO	THEY_SAID	they said day to day	5	 day	1110	1	1	3.592008	3.592008	2659	0.482323	[[2659, 4.074331], [541, 3.592008], [2956, 2.773177], [2624, 2.386483], [2607, 2.338723]]
REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	BY	THEY_SAID	they said day by day	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	BY	THEY_SAID	they said day by day	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	BY	THEY_SAID	they said day by day	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	BY	THEY_SAID	they said day by day	3	 day	1110	0	0	-0.096611	-0.000102	2256	0.053377	[[1888, 2.183027], [2735, 2.12774], [947, 1.734522], [1131, 1.638938], [1893, 1.520947]]
REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	BY	THEY_SAID	they said day by day	4	 by	416	0	0	-0.037867	-0.000102	1790	0.147004	[[1790, 2.507874], [1888, 2.105212], [654, 2.003621], [419, 1.909017], [1762, 1.897158]]
REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	BY	THEY_SAID	they said day by day	5	 day	1110	1	1	3.40302	3.40302	2659	0.164493	[[2659, 3.567513], [541, 3.40302], [971, 2.73251], [2624, 2.54532], [2566, 2.2884]]
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	AFTER	THEY_SAID	they said day after day	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	AFTER	THEY_SAID	they said day after day	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	AFTER	THEY_SAID	they said day after day	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	AFTER	THEY_SAID	they said day after day	3	 day	1110	0	0	-0.096611	-0.000102	2256	0.053377	[[1888, 2.183027], [2735, 2.12774], [947, 1.734522], [1131, 1.638938], [1893, 1.520947]]
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	AFTER	THEY_SAID	they said day after day	4	 after	706	0	0	-0.029086	-0.000102	2256	0.053377	[[419, 2.12507], [1790, 1.875621], [1762, 1.800874], [2883, 1.62933], [1031, 1.624943]]
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_DAY	AFTER	THEY_SAID	they said day after day	5	 day	1110	1	1	4.154644	4.154644	541	0.655331	[[541, 4.154644], [2659, 3.499313], [1738, 3.341323], [2566, 3.179621], [81, 2.407798]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	BARE	mile after mile	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	BARE	mile after mile	1	mile	18085	0	0	-0.119896	-0.000102	1888	0.58547	[[1888, 2.94634], [1790, 2.194286], [1998, 1.474298], [1092, 1.383955], [654, 1.238343]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	BARE	mile after mile	2	 after	706	0	0	-0.160008	-0.000102	1888	0.58547	[[419, 2.067254], [171, 2.014962], [2883, 1.746476], [1888, 1.582496], [1918, 1.559268]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	BARE	mile after mile	3	 mile	10591	1	1	3.558945	3.558945	541	0.612605	[[541, 3.558945], [1738, 2.92787], [2659, 2.829886], [1691, 2.806267], [2566, 2.38167]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	BARE	mile after road	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	BARE	mile after road	1	mile	18085	0	0	-0.119896	-0.000102	1888	0.58547	[[1888, 2.94634], [1790, 2.194286], [1998, 1.474298], [1092, 1.383955], [654, 1.238343]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	BARE	mile after road	2	 after	706	0	0	-0.160008	-0.000102	1888	0.58547	[[419, 2.067254], [171, 2.014962], [2883, 1.746476], [1888, 1.582496], [1918, 1.559268]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	BARE	mile after road	3	 road	2975	1	1	0.112781	0.112781	1888	0.58547	[[1888, 1.993753], [1790, 1.861957], [727, 1.499997], [467, 1.197275], [2458, 1.098217]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	BARE	mile after basket	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	BARE	mile after basket	1	mile	18085	0	0	-0.119896	-0.000102	1888	0.58547	[[1888, 2.94634], [1790, 2.194286], [1998, 1.474298], [1092, 1.383955], [654, 1.238343]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	BARE	mile after basket	2	 after	706	0	0	-0.160008	-0.000102	1888	0.58547	[[419, 2.067254], [171, 2.014962], [2883, 1.746476], [1888, 1.582496], [1918, 1.559268]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	BARE	mile after basket	3	 basket	7988	1	1	-0.097627	-0.000102	1888	0.58547	[[1888, 2.621952], [1790, 1.832894], [1998, 1.075574], [654, 1.023264], [1671, 0.950039]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	BARE	candle after mile	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	BARE	candle after mile	1	cand	46188	0	0	-0.018308	-0.000102	1888	0.301882	[[1888, 3.028912], [1790, 2.72703], [1998, 1.815743], [1303, 1.642941], [8, 1.318801]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	BARE	candle after mile	2	le	293	0	0	-0.154181	-0.000102	1888	0.301882	[[790, 1.574058], [2902, 1.555826], [1888, 1.374186], [1411, 1.35512], [2220, 1.33712]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	BARE	candle after mile	3	 after	706	0	0	-0.053539	-0.000102	1888	0.301882	[[2883, 1.936248], [1888, 1.740654], [2201, 1.676113], [2034, 1.581263], [576, 1.544535]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	BARE	candle after mile	4	 mile	10591	1	1	-0.091786	-0.000102	1888	0.301882	[[1888, 2.175063], [1790, 1.731384], [1092, 1.469153], [2995, 1.212507], [135, 1.116344]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	BARE	candle after candle	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	BARE	candle after candle	1	cand	46188	0	0	-0.018308	-0.000102	1888	0.301882	[[1888, 3.028912], [1790, 2.72703], [1998, 1.815743], [1303, 1.642941], [8, 1.318801]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	BARE	candle after candle	2	le	293	0	0	-0.154181	-0.000102	1888	0.301882	[[790, 1.574058], [2902, 1.555826], [1888, 1.374186], [1411, 1.35512], [2220, 1.33712]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	BARE	candle after candle	3	 after	706	0	0	-0.053539	-0.000102	1888	0.301882	[[2883, 1.936248], [1888, 1.740654], [2201, 1.676113], [2034, 1.581263], [576, 1.544535]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	BARE	candle after candle	4	 candle	26839	1	1	0.873058	0.873058	1888	0.301882	[[1888, 1.643001], [715, 1.298548], [2566, 1.164769], [1790, 1.154866], [2589, 1.087574]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	BARE	candle after basket	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	BARE	candle after basket	1	cand	46188	0	0	-0.018308	-0.000102	1888	0.301882	[[1888, 3.028912], [1790, 2.72703], [1998, 1.815743], [1303, 1.642941], [8, 1.318801]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	BARE	candle after basket	2	le	293	0	0	-0.154181	-0.000102	1888	0.301882	[[790, 1.574058], [2902, 1.555826], [1888, 1.374186], [1411, 1.35512], [2220, 1.33712]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	BARE	candle after basket	3	 after	706	0	0	-0.053539	-0.000102	1888	0.301882	[[2883, 1.936248], [1888, 1.740654], [2201, 1.676113], [2034, 1.581263], [576, 1.544535]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	BARE	candle after basket	4	 basket	7988	1	1	0.606149	0.606149	1888	0.301882	[[1888, 2.053131], [1790, 1.44032], [2201, 0.970407], [2615, 0.881468], [1691, 0.854753]]
FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_NO_CONNECTOR	BARE	mile mile	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_NO_CONNECTOR	BARE	mile mile	1	mile	18085	0	0	-0.119896	-0.000102	1888	0.58547	[[1888, 2.94634], [1790, 2.194286], [1998, 1.474298], [1092, 1.383955], [654, 1.238344]]
FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_NO_CONNECTOR	BARE	mile mile	2	 mile	10591	1	1	0.508875	0.508875	1888	0.391816	[[1691, 2.554523], [1888, 1.876116], [437, 1.778883], [2607, 1.751417], [2566, 1.730446]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_NO_CONNECTOR	BARE	candle candle	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_NO_CONNECTOR	BARE	candle candle	1	cand	46188	0	0	-0.018308	-0.000102	1888	0.301882	[[1888, 3.028912], [1790, 2.72703], [1998, 1.815743], [1303, 1.642941], [8, 1.318801]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_NO_CONNECTOR	BARE	candle candle	2	le	293	0	0	-0.154181	-0.000102	1888	0.301882	[[790, 1.574058], [2902, 1.555826], [1888, 1.374186], [1411, 1.35512], [2220, 1.33712]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_NO_CONNECTOR	BARE	candle candle	3	 candle	26839	1	1	-0.116177	-0.000102	1888	0.301882	[[1888, 1.863161], [1790, 1.618049], [1876, 1.262855], [1998, 1.034766], [2800, 1.002239]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	V9_SPACE	 mile after mile	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	V9_SPACE	 mile after mile	1	 mile	10591	0	0	-0.149087	-0.000102	1888	0.848803	[[1888, 3.209673], [1790, 2.286748], [464, 1.815831], [654, 1.563153], [1998, 1.553604]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	V9_SPACE	 mile after mile	2	 after	706	0	0	-0.138269	-0.000102	1888	0.848803	[[171, 1.775678], [1888, 1.71681], [419, 1.616198], [2883, 1.59561], [576, 1.566784]]
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_REPEAT	V9_SPACE	 mile after mile	3	 mile	10591	1	1	3.619431	3.619431	541	0.298382	[[541, 3.619431], [1738, 3.321049], [2566, 2.83771], [1691, 2.687994], [2659, 2.574116]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	V9_SPACE	 mile after road	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	V9_SPACE	 mile after road	1	 mile	10591	0	0	-0.149087	-0.000102	1888	0.848803	[[1888, 3.209673], [1790, 2.286748], [464, 1.815831], [654, 1.563153], [1998, 1.553604]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	V9_SPACE	 mile after road	2	 after	706	0	0	-0.138269	-0.000102	1888	0.848803	[[171, 1.775678], [1888, 1.71681], [419, 1.616198], [2883, 1.59561], [576, 1.566784]]
FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_RELATED	V9_SPACE	 mile after road	3	 road	2975	1	1	-0.018992	-0.000102	1888	0.848803	[[1888, 2.123486], [1790, 1.865701], [727, 1.423294], [467, 1.053993], [2458, 1.020789]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	V9_SPACE	 mile after basket	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	V9_SPACE	 mile after basket	1	 mile	10591	0	0	-0.149087	-0.000102	1888	0.848803	[[1888, 3.209673], [1790, 2.286748], [464, 1.815831], [654, 1.563153], [1998, 1.553604]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	V9_SPACE	 mile after basket	2	 after	706	0	0	-0.138269	-0.000102	1888	0.848803	[[171, 1.775678], [1888, 1.71681], [419, 1.616198], [2883, 1.59561], [576, 1.566784]]
FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_ARBITRARY	V9_SPACE	 mile after basket	3	 basket	7988	1	1	-0.146681	-0.000102	1888	0.848803	[[1888, 2.577032], [1790, 1.829317], [1998, 1.06675], [1671, 1.000364], [654, 0.976673]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	V9_SPACE	 candle after mile	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	V9_SPACE	 candle after mile	1	 candle	26839	0	0	-0.119509	-0.000102	1888	0.733303	[[1888, 3.378142], [1790, 2.644839], [1998, 1.770092], [654, 1.333039], [900, 1.201881]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	V9_SPACE	 candle after mile	2	 after	706	0	0	-0.056558	-0.000102	1888	0.733303	[[2034, 2.011094], [2201, 1.905603], [2883, 1.810374], [1888, 1.632266], [576, 1.409467]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_KNOWN	V9_SPACE	 candle after mile	3	 mile	10591	1	1	-0.170019	-0.000102	1888	0.733303	[[1888, 2.277447], [1790, 1.700261], [1092, 1.433173], [654, 1.210122], [2995, 1.116703]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	V9_SPACE	 candle after candle	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	V9_SPACE	 candle after candle	1	 candle	26839	0	0	-0.119509	-0.000102	1888	0.733303	[[1888, 3.378142], [1790, 2.644839], [1998, 1.770092], [654, 1.333039], [900, 1.201881]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	V9_SPACE	 candle after candle	2	 after	706	0	0	-0.056558	-0.000102	1888	0.733303	[[2034, 2.011094], [2201, 1.905603], [2883, 1.810374], [1888, 1.632266], [576, 1.409467]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_REPEAT	V9_SPACE	 candle after candle	3	 candle	26839	1	1	2.036188	2.036188	1888	0.733303	[[2566, 2.52127], [2723, 2.484693], [1738, 2.406399], [541, 2.036188], [383, 1.704181]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	V9_SPACE	 candle after basket	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	V9_SPACE	 candle after basket	1	 candle	26839	0	0	-0.119509	-0.000102	1888	0.733303	[[1888, 3.378142], [1790, 2.644839], [1998, 1.770092], [654, 1.333039], [900, 1.201881]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	V9_SPACE	 candle after basket	2	 after	706	0	0	-0.056558	-0.000102	1888	0.733303	[[2034, 2.011094], [2201, 1.905603], [2883, 1.810374], [1888, 1.632266], [576, 1.409467]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_DISTINCT	V9_SPACE	 candle after basket	3	 basket	7988	1	1	0.08896	0.08896	1888	0.733303	[[1888, 2.105163], [1790, 1.643871], [2201, 1.272377], [654, 0.903988], [1498, 0.790739]]
FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_NO_CONNECTOR	V9_SPACE	 mile mile	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_NO_CONNECTOR	V9_SPACE	 mile mile	1	 mile	10591	0	0	-0.149087	-0.000102	1888	0.848803	[[1888, 3.209672], [1790, 2.286748], [464, 1.815831], [654, 1.563153], [1998, 1.553604]]
FRAME_CROSS__AFTER_MILE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	KNOWN_NO_CONNECTOR	V9_SPACE	 mile mile	2	 mile	10591	1	1	0.769923	0.769923	1888	0.420334	[[1691, 2.789338], [2566, 2.497254], [2659, 1.822559], [1888, 1.814092], [420, 1.776229]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_NO_CONNECTOR	V9_SPACE	 candle candle	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_NO_CONNECTOR	V9_SPACE	 candle candle	1	 candle	26839	0	0	-0.119509	-0.000102	1888	0.733303	[[1888, 3.378143], [1790, 2.64484], [1998, 1.770093], [654, 1.333039], [900, 1.201881]]
FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_MILE	ARBITRARY_NO_CONNECTOR	V9_SPACE	 candle candle	2	 candle	26839	1	1	-0.164315	-0.000102	1888	0.733303	[[2566, 2.439668], [2723, 2.33324], [881, 2.16136], [1691, 1.620211], [511, 1.603408]]
