# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	110
branch	native_connector	variant	frame_class	source_provenance	n	retained_541_n	retained_541_rate	raw_completion_541_mean	raw_completion_541_median	peak_541_mean	peak_541_median	signed_541_margin_mean	signed_541_margin_median	completion_is_target_peak_n	member_case_ids
PRONOMINAL_RECURRENCE	after	GRAVEL_AFTER_ANOTHER	PRONOMINAL_RECURRENCE	CONTROL	4	0	0.0	0.023761	0.043899	0.047993	0.045101	-2.931793	-2.991872	2	["PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__BARE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__V9_SPACE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__THE_PHRASE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__GRAVEL_AFTER_ANOTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	after	ONE_AFTER_ANOTHER	PRONOMINAL_RECURRENCE	V9_ATTESTED	4	4	1.0	4.06337	3.922351	4.06337	3.922351	0.844732	0.866526	4	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__BARE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__V9_SPACE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__THE_PHRASE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	after	ONE_AFTER_ONE	PRONOMINAL_RECURRENCE	CONTROL	4	3	0.75	3.900224	4.222415	3.900224	4.222415	0.864216	1.010639	4	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__BARE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__V9_SPACE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__THE_PHRASE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	after	ONE_AFTER_THE_OTHER	PRONOMINAL_RECURRENCE	V9_ATTESTED	4	4	1.0	3.726886	3.694421	3.726886	3.694421	0.73258	0.625887	4	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__BARE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__V9_SPACE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__THE_PHRASE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	after	ONE_AND_ANOTHER	PRONOMINAL_RECURRENCE	CONTROL	4	2	0.5	2.513686	2.478307	2.513686	2.478307	-0.491253	-0.387127	4	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__BARE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__V9_SPACE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__THE_PHRASE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AND_ANOTHER__THEY_SAID__NONE"]
PRONOMINAL_RECURRENCE	after	ONE_ANOTHER	PRONOMINAL_RECURRENCE	CONTROL	4	0	0.0	-0.079937	-0.095286	0.009799	-0.000102	-2.965956	-3.019479	1	["PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__BARE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__V9_SPACE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__THE_PHRASE__NONE", "PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_ANOTHER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	AFTER	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	7	0.875	3.711785	3.56125	3.711785	3.56125	0.371151	0.314397	8	["REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	AFTER	KNOWN_REPEAT	V9_ATTESTED	4	1	0.25	3.31029	3.299466	3.31029	3.299466	0.090542	-0.12458	4	["REPEAT_CONNECTOR__AFTER_WAVE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	AND	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	0	0.0	3.275241	3.327558	3.275241	3.327558	-1.03882	-0.992428	8	["REPEAT_CONNECTOR__AFTER_DAY__AND__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	AND	KNOWN_REPEAT	V9_ATTESTED	4	0	0.0	2.764193	2.664515	2.764193	2.664515	-0.883993	-0.867941	4	["REPEAT_CONNECTOR__AFTER_WAVE__AND__BARE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	BY	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	5	0.625	3.688023	3.638059	3.688023	3.638059	0.178124	0.123037	8	["REPEAT_CONNECTOR__AFTER_DAY__BY__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	BY	KNOWN_REPEAT	V9_ATTESTED	4	1	0.25	3.113656	3.098362	3.113656	3.098362	-0.166293	-0.291519	4	["REPEAT_CONNECTOR__AFTER_WAVE__BY__BARE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	OR	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	0	0.0	2.526967	2.553983	2.526967	2.553983	-1.382966	-1.265673	8	["REPEAT_CONNECTOR__AFTER_DAY__OR__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	OR	KNOWN_REPEAT	V9_ATTESTED	4	0	0.0	2.50801	2.495254	2.50801	2.495254	-1.083881	-1.078888	4	["REPEAT_CONNECTOR__AFTER_WAVE__OR__BARE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__OR__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	TO	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	2	0.25	3.430859	3.479693	3.430859	3.479693	-0.272494	-0.246424	8	["REPEAT_CONNECTOR__AFTER_DAY__TO__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__THEY_SAID__NONE"]
REPEAT_CONNECTOR	after	TO	KNOWN_REPEAT	V9_ATTESTED	4	0	0.0	2.119484	2.338155	2.119484	2.338155	-1.015793	-0.998035	4	["REPEAT_CONNECTOR__AFTER_WAVE__TO__BARE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_WAVE__TO__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	AFTER	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	2	0.5	3.410715	3.374945	3.410715	3.374945	0.141603	-0.005033	4	["REPEAT_CONNECTOR__AND_TIME__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	AFTER	KNOWN_REPEAT	V9_ATTESTED	8	1	0.125	1.76412	1.714007	1.76412	1.714007	-1.38751	-1.519141	8	["REPEAT_CONNECTOR__AND_ROUND__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	AND	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	2.629841	2.493428	2.629841	2.493428	-0.789014	-0.913769	4	["REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	AND	KNOWN_REPEAT	V9_ATTESTED	8	4	0.5	3.390342	3.439244	3.390342	3.439244	0.137905	0.133672	8	["REPEAT_CONNECTOR__AND_ROUND__AND__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	BY	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	2.10925	2.124538	2.10925	2.124538	-0.980681	-0.906161	4	["REPEAT_CONNECTOR__AND_TIME__BY__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	BY	KNOWN_REPEAT	V9_ATTESTED	8	4	0.5	2.657413	2.582709	2.657413	2.582709	-0.353678	-0.649807	8	["REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	OR	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	2.424995	2.49875	2.424995	2.49875	-1.145933	-1.137744	4	["REPEAT_CONNECTOR__AND_TIME__OR__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__OR__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	OR	KNOWN_REPEAT	V9_ATTESTED	8	2	0.25	2.82691	2.750094	2.82691	2.750094	-0.476043	-0.566079	8	["REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	TO	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	1.865859	1.937104	1.865859	1.937104	-1.175249	-1.075281	4	["REPEAT_CONNECTOR__AND_TIME__TO__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__TO__THEY_SAID__NONE"]
REPEAT_CONNECTOR	and	TO	KNOWN_REPEAT	V9_ATTESTED	8	4	0.5	2.333602	2.17213	2.333602	2.17213	-0.871466	-0.761477	8	["REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	AFTER	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	2	0.5	2.984838	2.989138	2.984838	2.989138	-0.160642	-0.15167	4	["REPEAT_CONNECTOR__BY_STEP__AFTER__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	AFTER	KNOWN_REPEAT	V9_ATTESTED	8	4	0.5	3.31881	3.014035	3.31881	3.014035	0.288145	0.290264	8	["REPEAT_CONNECTOR__BY_ONE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	AND	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	2.236597	2.186503	2.236597	2.186503	-1.342476	-1.340579	4	["REPEAT_CONNECTOR__BY_STEP__AND__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	AND	KNOWN_REPEAT	V9_ATTESTED	8	0	0.0	2.246043	2.39955	2.246043	2.39955	-1.356057	-1.329588	8	["REPEAT_CONNECTOR__BY_ONE__AND__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	BY	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	1	0.25	3.63444	3.716597	3.63444	3.716597	-0.125272	-0.110269	4	["REPEAT_CONNECTOR__BY_STEP__BY__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	BY	KNOWN_REPEAT	V9_ATTESTED	8	7	0.875	4.034367	4.143892	4.034367	4.143892	0.740314	0.85749	8	["REPEAT_CONNECTOR__BY_ONE__BY__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	OR	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	2.576377	2.563056	2.576377	2.563056	-1.276017	-1.244194	4	["REPEAT_CONNECTOR__BY_STEP__OR__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__OR__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	OR	KNOWN_REPEAT	V9_ATTESTED	8	0	0.0	1.58356	1.606415	1.58356	1.606415	-1.577466	-1.534447	8	["REPEAT_CONNECTOR__BY_ONE__OR__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	TO	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	1.798998	1.73555	1.798998	1.73555	-1.276428	-1.293703	4	["REPEAT_CONNECTOR__BY_STEP__TO__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__TO__THEY_SAID__NONE"]
REPEAT_CONNECTOR	by	TO	KNOWN_REPEAT	V9_ATTESTED	8	3	0.375	2.482082	2.465047	2.482082	2.465047	-0.589102	-0.388665	8	["REPEAT_CONNECTOR__BY_ONE__TO__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__THEY_SAID__NONE"]
REPEAT_CONNECTOR	to	AFTER	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	2	0.25	2.569122	2.753373	2.569122	2.753373	-0.46259	-0.458056	8	["REPEAT_CONNECTOR__TO_FACE__AFTER__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__AFTER__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	to	AFTER	KNOWN_REPEAT	V9_ATTESTED	4	1	0.25	3.008952	2.931665	3.008952	2.931665	-0.218803	-0.262064	4	["REPEAT_CONNECTOR__TO_HAND__AFTER__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__AFTER__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__AFTER__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__AFTER__THEY_SAID__NONE"]
REPEAT_CONNECTOR	to	AND	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	0	0.0	2.689177	2.5639	2.689177	2.5639	-1.163077	-1.223996	8	["REPEAT_CONNECTOR__TO_FACE__AND__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	to	AND	KNOWN_REPEAT	V9_ATTESTED	4	0	0.0	3.046416	3.048257	3.046416	3.048257	-1.051519	-1.06519	4	["REPEAT_CONNECTOR__TO_HAND__AND__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	to	BY	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	3	0.375	3.088582	2.810677	3.088582	2.810677	-0.036747	-0.110763	8	["REPEAT_CONNECTOR__TO_FACE__BY__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	to	BY	KNOWN_REPEAT	V9_ATTESTED	4	3	0.75	3.33051	3.300405	3.33051	3.300405	0.230381	0.309781	4	["REPEAT_CONNECTOR__TO_HAND__BY__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	to	OR	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	0	0.0	2.446451	2.656269	2.446451	2.656269	-1.355791	-1.367994	8	["REPEAT_CONNECTOR__TO_FACE__OR__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__THEY_SAID__NONE"]
