# generated_utc	2026-08-14T18:12:44+00:00
# script	probe_v9.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	566
route_id	target_neuron	source_index	method	found	string	source_start	source_end	source_span_n_tok	realised_n_tok	dest	target_wins	target_peak	target_peakpos	target_peak_token	target_peak_drift	best_other	best_other_peak	signed_target_margin	reported_delta	runner_up	roundtrip_stable	realised_token_ids	word_right_source_end	pareto_index	pareto_size
J5-541-015	541	15	WORD_ANCHORED	1	 one by one	49	52	3	3	541	1	4.760396	3	 one	0.616576	1888	3.443679	1.316717	1.316717	1888	1	[530, 416, 530]	52		
J5-541-015	541	15	MARGIN_MAX	1	 and then, one by one	46	52	6	6	541	1	4.420067	6	 one	0.276247	971	3.044189	1.375879	1.375879	971	1	[290, 788, 11, 530, 416, 530]			
J5-541-015	541	15	PARETO	1	 one by one	49	52	3	3	541	1	4.760403	3	 one	0.616583	1888	3.443682	1.316721	1.316721	1888	1	[530, 416, 530]		1	3
J5-541-015	541	15	PARETO	1	, one by one	48	52	4	4	541	1	4.142771	4	 one	-0.001049	2659	2.77309	1.369681	1.369681	2659	1	[11, 530, 416, 530]		2	3
J5-541-015	541	15	PARETO	1	 and then, one by one	46	52	6	6	541	1	4.420067	6	 one	0.276247	971	3.044189	1.375879	1.375879	971	1	[290, 788, 11, 530, 416, 530]		3	3
J5-541-016	541	16	PREFIX	1	But, as before hinted, for some time there was a continual fetching and carrying on board of divers odds and ends of things, both large and small	0	31	31	31	541	1	3.703938	31	 small	4e-06	2659	3.537966	0.165972	0.165972	2659	1	[1537, 11, 355, 878, 27388, 11, 329, 617, 640, 612, 373, 257, 37639, 21207, 278, 290, 6872, 319, 3096, 286, 15070, 10402, 290, 5645, 286, 1243, 11, 1111, 1588, 290, 1402]			
J5-541-016	541	16	TOKEN_MIN	1	, both large and small	26	31	5	5	541	1	3.52336	5	 small	-0.180574	2659	2.789885	0.733476	0.733476	2659	1	[11, 1111, 1588, 290, 1402]			
J5-541-016	541	16	WORD_ANCHORED	1	, both large and small	26	31	5	5	541	1	3.523357	5	 small	-0.180577	2659	2.789885	0.733472	0.733472	2659	1	[11, 1111, 1588, 290, 1402]	31		
J5-541-016	541	16	MARGIN_MAX	1	, both large and small	26	31	5	5	541	1	3.52336	5	 small	-0.180574	2659	2.789885	0.733476	0.733476	2659	1	[11, 1111, 1588, 290, 1402]			
J5-541-016	541	16	PARETO	1	, both large and small	26	31	5	5	541	1	3.52336	5	 small	-0.180574	2659	2.789885	0.733476	0.733476	2659	1	[11, 1111, 1588, 290, 1402]		1	1
J5-541-017	541	17	PREFIX	1	For loath to depart, yet; very loath to leave, for good, a ship bound on so long and perilous a voyage—beyond both stormy Capes; a ship in which some thousands of his hard earned dollars were invested; a ship, in which an old shipmate sailed as captain; a man almost as old as he, once more starting to encounter all the terrors of the pitiless jaw; loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	0	178	178	178	541	1	4.952201	178	 left	-6e-06	2659	4.086935	0.865266	0.865266	2659	1	[1890, 2376, 776, 284, 6313, 11, 1865, 26, 845, 2376, 776, 284, 2666, 11, 329, 922, 11, 257, 4074, 5421, 319, 523, 890, 290, 48325, 257, 31505, 960, 1350, 3243, 1111, 6388, 88, 4476, 274, 26, 257, 4074, 287, 543, 617, 4138, 286, 465, 1327, 7366, 5054, 547, 13356, 26, 257, 4074, 11, 287, 543, 281, 1468, 4074, 9830, 33835, 355, 10654, 26, 257, 582, 2048, 355, 1468, 355, 339, 11, 1752, 517, 3599, 284, 8791, 477, 262, 1059, 5965, 286, 262, 6028, 30608, 19218, 26, 2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]			
J5-541-017	541	17	TOKEN_MIN	1	 right and left	175	178	3	3	541	1	3.856177	3	 left	-1.09603	2659	3.379555	0.476622	0.476622	2659	1	[826, 290, 1364]			
J5-541-017	541	17	WORD_ANCHORED	1	 right and left	175	178	3	3	541	1	3.856177	3	 left	-1.09603	2659	3.379555	0.476622	0.476622	2659	1	[826, 290, 1364]	178		
J5-541-017	541	17	MARGIN_MAX	1	 perilous a voyage—beyond both stormy Capes; a ship in which some thousands of his hard earned dollars were invested; a ship, in which an old shipmate sailed as captain; a man almost as old as he, once more starting to encounter all the terrors of the pitiless jaw; loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	24	178	154	154	541	1	5.147907	154	 left	0.1957	2659	4.262231	0.885676	0.885676	2659	1	[48325, 257, 31505, 960, 1350, 3243, 1111, 6388, 88, 4476, 274, 26, 257, 4074, 287, 543, 617, 4138, 286, 465, 1327, 7366, 5054, 547, 13356, 26, 257, 4074, 11, 287, 543, 281, 1468, 4074, 9830, 33835, 355, 10654, 26, 257, 582, 2048, 355, 1468, 355, 339, 11, 1752, 517, 3599, 284, 8791, 477, 262, 1059, 5965, 286, 262, 6028, 30608, 19218, 26, 2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]			
J5-541-017	541	17	PARETO	1	 right and left	175	178	3	3	541	1	3.856177	3	 left	-1.09603	2659	3.379555	0.476622	0.476622	2659	1	[826, 290, 1364]		1	28
J5-541-017	541	17	PARETO	1	; looked aloft; looked right and left	169	178	9	9	541	1	4.628467	9	 left	-0.32374	2659	4.085368	0.543099	0.543099	2659	1	[26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		2	28
J5-541-017	541	17	PARETO	1	 looked towards the land; looked aloft; looked right and left	165	178	13	13	541	1	4.88473	13	 left	-0.067477	2659	4.283593	0.601137	0.601137	2659	1	[3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		3	28
J5-541-017	541	17	PARETO	1	; looked towards the land; looked aloft; looked right and left	164	178	14	14	541	1	4.884557	14	 left	-0.06765	2659	4.235507	0.649051	0.649051	2659	1	[26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		4	28
J5-541-017	541	17	PARETO	1	ents; looked towards the land; looked aloft; looked right and left	163	178	15	15	541	1	4.966963	15	 left	0.014756	2659	4.293664	0.673299	0.673299	2659	1	[658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		5	28
J5-541-017	541	17	PARETO	1	 Continents; looked towards the land; looked aloft; looked right and left	162	178	16	16	541	1	4.964197	16	 left	0.01199	2659	4.278374	0.685822	0.685822	2659	1	[6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		6	28
J5-541-017	541	17	PARETO	1	 Eastern Continents; looked towards the land; looked aloft; looked right and left	161	178	17	17	541	1	5.024042	17	 left	0.071835	2659	4.311766	0.712276	0.712276	2659	1	[8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		7	28
J5-541-017	541	17	PARETO	1	off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	159	178	19	19	541	1	5.056783	19	 left	0.104576	2659	4.339249	0.717534	0.717534	2659	1	[2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		8	28
J5-541-017	541	17	PARETO	1	-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	158	178	20	20	541	1	5.064101	20	 left	0.111894	2659	4.325583	0.738518	0.738518	2659	1	[12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		9	28
J5-541-017	541	17	PARETO	1	, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	138	178	40	40	541	1	5.246119	40	 left	0.293912	2659	4.499172	0.746947	0.746947	2659	1	[11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		10	28
J5-541-017	541	17	PARETO	1	 deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	137	178	41	41	541	1	5.268007	41	 left	0.3158	2659	4.487431	0.780576	0.780576	2659	1	[6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		11	28
J5-541-017	541	17	PARETO	1	 anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	119	178	59	59	541	1	5.109765	59	 left	0.157558	2659	4.318895	0.79087	0.79087	2659	1	[18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		12	28
J5-541-017	541	17	PARETO	1	 interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	103	178	75	75	541	1	5.055719	75	 left	0.103512	2659	4.25546	0.80026	0.80026	2659	1	[1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		13	28
J5-541-017	541	17	PARETO	1	 every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	102	178	76	76	541	1	5.043032	76	 left	0.090825	2659	4.237364	0.805668	0.805668	2659	1	[790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		14	28
J5-541-017	541	17	PARETO	1	ful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	100	178	78	78	541	1	5.003836	78	 left	0.051629	2659	4.192489	0.811347	0.811347	2659	1	[913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		15	28
J5-541-017	541	17	PARETO	1	 brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	99	178	79	79	541	1	5.025081	79	 left	0.072874	2659	4.199581	0.8255	0.8255	2659	1	[49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		16	28
J5-541-017	541	17	PARETO	1	bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	92	178	86	86	541	1	5.096721	86	 left	0.144514	2659	4.265236	0.831485	0.831485	2659	1	[16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		17	28
J5-541-017	541	17	PARETO	1	-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	91	178	87	87	541	1	5.089843	87	 left	0.137636	2659	4.254238	0.835606	0.835606	2659	1	[12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		18	28
J5-541-017	541	17	PARETO	1	 to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	88	178	90	90	541	1	5.094959	90	 left	0.142752	2659	4.257966	0.836993	0.836993	2659	1	[284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		19	28
J5-541-017	541	17	PARETO	1	ath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	87	178	91	91	541	1	5.107293	91	 left	0.155086	2659	4.270102	0.837191	0.837191	2659	1	[776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		20	28
J5-541-017	541	17	PARETO	1	 loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	86	178	92	92	541	1	5.104621	92	 left	0.152414	2659	4.260867	0.843754	0.843754	2659	1	[2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		21	28
J5-541-017	541	17	PARETO	1	 jaw; loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	84	178	94	94	541	1	5.093852	94	 left	0.141645	2659	4.247509	0.846343	0.846343	2659	1	[19218, 26, 2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		22	28
J5-541-017	541	17	PARETO	1	 captain; a man almost as old as he, once more starting to encounter all the terrors of the pitiless jaw; loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	61	178	117	117	541	1	5.135349	117	 left	0.183142	2659	4.275927	0.859422	0.859422	2659	1	[10654, 26, 257, 582, 2048, 355, 1468, 355, 339, 11, 1752, 517, 3599, 284, 8791, 477, 262, 1059, 5965, 286, 262, 6028, 30608, 19218, 26, 2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		23	28
J5-541-017	541	17	PARETO	1	 sailed as captain; a man almost as old as he, once more starting to encounter all the terrors of the pitiless jaw; loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	59	178	119	119	541	1	5.129224	119	 left	0.177017	2659	4.260208	0.869017	0.869017	2659	1	[33835, 355, 10654, 26, 257, 582, 2048, 355, 1468, 355, 339, 11, 1752, 517, 3599, 284, 8791, 477, 262, 1059, 5965, 286, 262, 6028, 30608, 19218, 26, 2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		24	28
J5-541-017	541	17	PARETO	1	 ship, in which an old shipmate sailed as captain; a man almost as old as he, once more starting to encounter all the terrors of the pitiless jaw; loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	51	178	127	127	541	1	5.110043	127	 left	0.157836	2659	4.238049	0.871994	0.871994	2659	1	[4074, 11, 287, 543, 281, 1468, 4074, 9830, 33835, 355, 10654, 26, 257, 582, 2048, 355, 1468, 355, 339, 11, 1752, 517, 3599, 284, 8791, 477, 262, 1059, 5965, 286, 262, 6028, 30608, 19218, 26, 2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		25	28
J5-541-017	541	17	PARETO	1	; a ship, in which an old shipmate sailed as captain; a man almost as old as he, once more starting to encounter all the terrors of the pitiless jaw; loath to say good-bye to a thing so every way brimful of every interest to him,—poor old Bildad lingered long; paced the deck with anxious strides; ran down into the cabin to speak another farewell word there; again came on deck, and looked to windward; looked towards the wide and endless waters, only bounded by the far-off unseen Eastern Continents; looked towards the land; looked aloft; looked right and left	49	178	129	129	541	1	5.094404	129	 left	0.142197	2659	4.216178	0.878226	0.878226	2659	1	[26, 257, 4074, 11, 287, 543, 281, 1468, 4074, 9830, 33835, 355, 10654, 26, 257, 582, 2048, 355, 1468, 355, 339, 11, 1752, 517, 3599, 284, 8791, 477, 262, 1059, 5965, 286, 262, 6028, 30608, 19218, 26, 2376, 776, 284, 910, 922, 12, 16390, 284, 257, 1517, 523, 790, 835, 49943, 913, 286, 790, 1393, 284, 683, 34976, 36672, 1468, 44406, 324, 18459, 1068, 890, 26, 44756, 262, 6203, 351, 18116, 35002, 26, 4966, 866, 656, 262, 9351, 284, 2740, 1194, 33458, 1573, 612, 26, 757, 1625, 319, 6203, 11, 290, 3114, 284, 2344, 904, 26, 3114, 3371, 262, 3094, 290, 13079, 10150, 11, 691, 49948, 416, 262, 1290, 12, 2364, 29587, 8345, 6389, 658, 26, 3114, 3371, 262, 1956, 26, 3114, 435, 11205, 26, 3114, 826, 290, 1364]		26	28
