# generated_utc	2026-08-14T18:47:53+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	528
seed_id	canonical_first	canonical_connector	canonical_second	arbitrary_first	arbitrary_second	canonical_first_space_tokens	arbitrary_first_space_tokens	canonical_second_space_tokens	arbitrary_second_space_tokens	selection_rule	case_id	branch	variant	carrier_id	string	n_tok	pre_second_body_tokens	second_realised_tokens	completion_pos	tokens	token_ids
HERE_THERE											CORE_FACTORIAL__HERE_THERE__AC__THE_PHRASE__NONE	CORE_FACTORIAL	AC	THE_PHRASE	the phrase marble and there	5	4	1	5	["the", " phrase", " marble", " and", " there"]	[1169, 9546, 30623, 290, 612]
HERE_THERE											CORE_FACTORIAL__HERE_THERE__AA__THE_PHRASE__NONE	CORE_FACTORIAL	AA	THE_PHRASE	the phrase marble and forest	5	4	1	5	["the", " phrase", " marble", " and", " forest"]	[1169, 9546, 30623, 290, 8222]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	FULL_FRAME	THE_PHRASE	the phrase here and there	5	4	1	5	["the", " phrase", " here", " and", " there"]	[1169, 9546, 994, 290, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	SECOND_ONLY	THE_PHRASE	the phrase there	3	2	1	3	["the", " phrase", " there"]	[1169, 9546, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	THE_PHRASE	the phrase and there	4	3	1	4	["the", " phrase", " and", " there"]	[1169, 9546, 290, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	FIRST_SECOND	THE_PHRASE	the phrase here there	4	3	1	4	["the", " phrase", " here", " there"]	[1169, 9546, 994, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	THE_PHRASE	the phrase marble there	4	3	1	4	["the", " phrase", " marble", " there"]	[1169, 9546, 30623, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THE_PHRASE__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	THE_PHRASE	the phrase here here	4	3	1	4	["the", " phrase", " here", " here"]	[1169, 9546, 994, 994]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__REVERSED__THE_PHRASE__NONE	ENDPOINT_CONTROL	REVERSED	THE_PHRASE	the phrase there and here	5	4	1	5	["the", " phrase", " there", " and", " here"]	[1169, 9546, 612, 290, 994]
HERE_THERE											CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE	CORE_FACTORIAL	CC	THEY_SAID	they said here and there	5	4	1	5	["they", " said", " here", " and", " there"]	[9930, 531, 994, 290, 612]
HERE_THERE											CORE_FACTORIAL__HERE_THERE__CA__THEY_SAID__NONE	CORE_FACTORIAL	CA	THEY_SAID	they said here and forest	5	4	1	5	["they", " said", " here", " and", " forest"]	[9930, 531, 994, 290, 8222]
HERE_THERE											CORE_FACTORIAL__HERE_THERE__AC__THEY_SAID__NONE	CORE_FACTORIAL	AC	THEY_SAID	they said marble and there	5	4	1	5	["they", " said", " marble", " and", " there"]	[9930, 531, 30623, 290, 612]
HERE_THERE											CORE_FACTORIAL__HERE_THERE__AA__THEY_SAID__NONE	CORE_FACTORIAL	AA	THEY_SAID	they said marble and forest	5	4	1	5	["they", " said", " marble", " and", " forest"]	[9930, 531, 30623, 290, 8222]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL	FULL_FRAME	THEY_SAID	they said here and there	5	4	1	5	["they", " said", " here", " and", " there"]	[9930, 531, 994, 290, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THEY_SAID__NONE	ENDPOINT_CONTROL	SECOND_ONLY	THEY_SAID	they said there	3	2	1	3	["they", " said", " there"]	[9930, 531, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	THEY_SAID	they said and there	4	3	1	4	["they", " said", " and", " there"]	[9930, 531, 290, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	FIRST_SECOND	THEY_SAID	they said here there	4	3	1	4	["they", " said", " here", " there"]	[9930, 531, 994, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	THEY_SAID	they said marble there	4	3	1	4	["they", " said", " marble", " there"]	[9930, 531, 30623, 612]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THEY_SAID__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	THEY_SAID	they said here here	4	3	1	4	["they", " said", " here", " here"]	[9930, 531, 994, 994]
HERE_THERE											ENDPOINT_CONTROL__HERE_THERE__REVERSED__THEY_SAID__NONE	ENDPOINT_CONTROL	REVERSED	THEY_SAID	they said there and here	5	4	1	5	["they", " said", " there", " and", " here"]	[9930, 531, 612, 290, 994]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE	CORE_FACTORIAL	CC	BARE	right and left	3	2	1	3	["right", " and", " left"]	[3506, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE	CORE_FACTORIAL	CA	BARE	right and violin	3	2	1	3	["right", " and", " violin"]	[3506, 290, 38283]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AC__BARE__NONE	CORE_FACTORIAL	AC	BARE	garden and left	4	3	1	4	["g", "arden", " and", " left"]	[70, 5872, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AA__BARE__NONE	CORE_FACTORIAL	AA	BARE	garden and violin	4	3	1	4	["g", "arden", " and", " violin"]	[70, 5872, 290, 38283]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL	FULL_FRAME	BARE	right and left	3	2	1	3	["right", " and", " left"]	[3506, 290, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL	SECOND_ONLY	BARE	left	1	0	1	1	["left"]	[9464]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	BARE	and left	2	1	1	2	["and", " left"]	[392, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	FIRST_SECOND	BARE	right left	2	1	1	2	["right", " left"]	[3506, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	BARE	garden left	3	2	1	3	["g", "arden", " left"]	[70, 5872, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	BARE	right right	2	1	1	2	["right", " right"]	[3506, 826]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__BARE__NONE	ENDPOINT_CONTROL	REVERSED	BARE	left and right	3	2	1	3	["left", " and", " right"]	[9464, 290, 826]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CC__V9_SPACE__NONE	CORE_FACTORIAL	CC	V9_SPACE	 right and left	3	2	1	3	[" right", " and", " left"]	[826, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CA__V9_SPACE__NONE	CORE_FACTORIAL	CA	V9_SPACE	 right and violin	3	2	1	3	[" right", " and", " violin"]	[826, 290, 38283]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AC__V9_SPACE__NONE	CORE_FACTORIAL	AC	V9_SPACE	 garden and left	3	2	1	3	[" garden", " and", " left"]	[11376, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AA__V9_SPACE__NONE	CORE_FACTORIAL	AA	V9_SPACE	 garden and violin	3	2	1	3	[" garden", " and", " violin"]	[11376, 290, 38283]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	FULL_FRAME	V9_SPACE	 right and left	3	2	1	3	[" right", " and", " left"]	[826, 290, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	SECOND_ONLY	V9_SPACE	 left	1	0	1	1	[" left"]	[1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	V9_SPACE	 and left	2	1	1	2	[" and", " left"]	[290, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	FIRST_SECOND	V9_SPACE	 right left	2	1	1	2	[" right", " left"]	[826, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	V9_SPACE	 garden left	2	1	1	2	[" garden", " left"]	[11376, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	V9_SPACE	 right right	2	1	1	2	[" right", " right"]	[826, 826]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	REVERSED	V9_SPACE	 left and right	3	2	1	3	[" left", " and", " right"]	[1364, 290, 826]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	CORE_FACTORIAL	CC	THE_PHRASE	the phrase right and left	5	4	1	5	["the", " phrase", " right", " and", " left"]	[1169, 9546, 826, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	CORE_FACTORIAL	CA	THE_PHRASE	the phrase right and violin	5	4	1	5	["the", " phrase", " right", " and", " violin"]	[1169, 9546, 826, 290, 38283]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	CORE_FACTORIAL	AC	THE_PHRASE	the phrase garden and left	5	4	1	5	["the", " phrase", " garden", " and", " left"]	[1169, 9546, 11376, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	CORE_FACTORIAL	AA	THE_PHRASE	the phrase garden and violin	5	4	1	5	["the", " phrase", " garden", " and", " violin"]	[1169, 9546, 11376, 290, 38283]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	FULL_FRAME	THE_PHRASE	the phrase right and left	5	4	1	5	["the", " phrase", " right", " and", " left"]	[1169, 9546, 826, 290, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	SECOND_ONLY	THE_PHRASE	the phrase left	3	2	1	3	["the", " phrase", " left"]	[1169, 9546, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	THE_PHRASE	the phrase and left	4	3	1	4	["the", " phrase", " and", " left"]	[1169, 9546, 290, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	FIRST_SECOND	THE_PHRASE	the phrase right left	4	3	1	4	["the", " phrase", " right", " left"]	[1169, 9546, 826, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	THE_PHRASE	the phrase garden left	4	3	1	4	["the", " phrase", " garden", " left"]	[1169, 9546, 11376, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__THE_PHRASE__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	THE_PHRASE	the phrase right right	4	3	1	4	["the", " phrase", " right", " right"]	[1169, 9546, 826, 826]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__THE_PHRASE__NONE	ENDPOINT_CONTROL	REVERSED	THE_PHRASE	the phrase left and right	5	4	1	5	["the", " phrase", " left", " and", " right"]	[1169, 9546, 1364, 290, 826]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CC__THEY_SAID__NONE	CORE_FACTORIAL	CC	THEY_SAID	they said right and left	5	4	1	5	["they", " said", " right", " and", " left"]	[9930, 531, 826, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__CA__THEY_SAID__NONE	CORE_FACTORIAL	CA	THEY_SAID	they said right and violin	5	4	1	5	["they", " said", " right", " and", " violin"]	[9930, 531, 826, 290, 38283]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AC__THEY_SAID__NONE	CORE_FACTORIAL	AC	THEY_SAID	they said garden and left	5	4	1	5	["they", " said", " garden", " and", " left"]	[9930, 531, 11376, 290, 1364]
RIGHT_LEFT											CORE_FACTORIAL__RIGHT_LEFT__AA__THEY_SAID__NONE	CORE_FACTORIAL	AA	THEY_SAID	they said garden and violin	5	4	1	5	["they", " said", " garden", " and", " violin"]	[9930, 531, 11376, 290, 38283]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL	FULL_FRAME	THEY_SAID	they said right and left	5	4	1	5	["they", " said", " right", " and", " left"]	[9930, 531, 826, 290, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THEY_SAID__NONE	ENDPOINT_CONTROL	SECOND_ONLY	THEY_SAID	they said left	3	2	1	3	["they", " said", " left"]	[9930, 531, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	THEY_SAID	they said and left	4	3	1	4	["they", " said", " and", " left"]	[9930, 531, 290, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	FIRST_SECOND	THEY_SAID	they said right left	4	3	1	4	["they", " said", " right", " left"]	[9930, 531, 826, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__ARBFIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	THEY_SAID	they said garden left	4	3	1	4	["they", " said", " garden", " left"]	[9930, 531, 11376, 1364]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_REPEAT__THEY_SAID__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	THEY_SAID	they said right right	4	3	1	4	["they", " said", " right", " right"]	[9930, 531, 826, 826]
RIGHT_LEFT											ENDPOINT_CONTROL__RIGHT_LEFT__REVERSED__THEY_SAID__NONE	ENDPOINT_CONTROL	REVERSED	THEY_SAID	they said left and right	5	4	1	5	["they", " said", " left", " and", " right"]	[9930, 531, 1364, 290, 826]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CC__BARE__NONE	CORE_FACTORIAL	CC	BARE	true or false	3	2	1	3	["true", " or", " false"]	[7942, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CA__BARE__NONE	CORE_FACTORIAL	CA	BARE	true or basket	3	2	1	3	["true", " or", " basket"]	[7942, 393, 7988]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AC__BARE__NONE	CORE_FACTORIAL	AC	BARE	candle or false	4	3	1	4	["cand", "le", " or", " false"]	[46188, 293, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AA__BARE__NONE	CORE_FACTORIAL	AA	BARE	candle or basket	4	3	1	4	["cand", "le", " or", " basket"]	[46188, 293, 393, 7988]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL	FULL_FRAME	BARE	true or false	3	2	1	3	["true", " or", " false"]	[7942, 393, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL	SECOND_ONLY	BARE	false	1	0	1	1	["false"]	[9562]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	BARE	or false	2	1	1	2	["or", " false"]	[273, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	FIRST_SECOND	BARE	true false	2	1	1	2	["true", " false"]	[7942, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	BARE	candle false	3	2	1	3	["cand", "le", " false"]	[46188, 293, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	BARE	true true	2	1	1	2	["true", " true"]	[7942, 2081]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__BARE__NONE	ENDPOINT_CONTROL	REVERSED	BARE	false or true	3	2	1	3	["false", " or", " true"]	[9562, 393, 2081]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CC__V9_SPACE__NONE	CORE_FACTORIAL	CC	V9_SPACE	 true or false	3	2	1	3	[" true", " or", " false"]	[2081, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CA__V9_SPACE__NONE	CORE_FACTORIAL	CA	V9_SPACE	 true or basket	3	2	1	3	[" true", " or", " basket"]	[2081, 393, 7988]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AC__V9_SPACE__NONE	CORE_FACTORIAL	AC	V9_SPACE	 candle or false	3	2	1	3	[" candle", " or", " false"]	[26839, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AA__V9_SPACE__NONE	CORE_FACTORIAL	AA	V9_SPACE	 candle or basket	3	2	1	3	[" candle", " or", " basket"]	[26839, 393, 7988]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	FULL_FRAME	V9_SPACE	 true or false	3	2	1	3	[" true", " or", " false"]	[2081, 393, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	SECOND_ONLY	V9_SPACE	 false	1	0	1	1	[" false"]	[3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	V9_SPACE	 or false	2	1	1	2	[" or", " false"]	[393, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	FIRST_SECOND	V9_SPACE	 true false	2	1	1	2	[" true", " false"]	[2081, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	V9_SPACE	 candle false	2	1	1	2	[" candle", " false"]	[26839, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	V9_SPACE	 true true	2	1	1	2	[" true", " true"]	[2081, 2081]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	REVERSED	V9_SPACE	 false or true	3	2	1	3	[" false", " or", " true"]	[3991, 393, 2081]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CC__THE_PHRASE__NONE	CORE_FACTORIAL	CC	THE_PHRASE	the phrase true or false	5	4	1	5	["the", " phrase", " true", " or", " false"]	[1169, 9546, 2081, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CA__THE_PHRASE__NONE	CORE_FACTORIAL	CA	THE_PHRASE	the phrase true or basket	5	4	1	5	["the", " phrase", " true", " or", " basket"]	[1169, 9546, 2081, 393, 7988]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AC__THE_PHRASE__NONE	CORE_FACTORIAL	AC	THE_PHRASE	the phrase candle or false	5	4	1	5	["the", " phrase", " candle", " or", " false"]	[1169, 9546, 26839, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AA__THE_PHRASE__NONE	CORE_FACTORIAL	AA	THE_PHRASE	the phrase candle or basket	5	4	1	5	["the", " phrase", " candle", " or", " basket"]	[1169, 9546, 26839, 393, 7988]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	FULL_FRAME	THE_PHRASE	the phrase true or false	5	4	1	5	["the", " phrase", " true", " or", " false"]	[1169, 9546, 2081, 393, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	SECOND_ONLY	THE_PHRASE	the phrase false	3	2	1	3	["the", " phrase", " false"]	[1169, 9546, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	THE_PHRASE	the phrase or false	4	3	1	4	["the", " phrase", " or", " false"]	[1169, 9546, 393, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	FIRST_SECOND	THE_PHRASE	the phrase true false	4	3	1	4	["the", " phrase", " true", " false"]	[1169, 9546, 2081, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	THE_PHRASE	the phrase candle false	4	3	1	4	["the", " phrase", " candle", " false"]	[1169, 9546, 26839, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__THE_PHRASE__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	THE_PHRASE	the phrase true true	4	3	1	4	["the", " phrase", " true", " true"]	[1169, 9546, 2081, 2081]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__THE_PHRASE__NONE	ENDPOINT_CONTROL	REVERSED	THE_PHRASE	the phrase false or true	5	4	1	5	["the", " phrase", " false", " or", " true"]	[1169, 9546, 3991, 393, 2081]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CC__THEY_SAID__NONE	CORE_FACTORIAL	CC	THEY_SAID	they said true or false	5	4	1	5	["they", " said", " true", " or", " false"]	[9930, 531, 2081, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__CA__THEY_SAID__NONE	CORE_FACTORIAL	CA	THEY_SAID	they said true or basket	5	4	1	5	["they", " said", " true", " or", " basket"]	[9930, 531, 2081, 393, 7988]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AC__THEY_SAID__NONE	CORE_FACTORIAL	AC	THEY_SAID	they said candle or false	5	4	1	5	["they", " said", " candle", " or", " false"]	[9930, 531, 26839, 393, 3991]
TRUE_FALSE											CORE_FACTORIAL__TRUE_FALSE__AA__THEY_SAID__NONE	CORE_FACTORIAL	AA	THEY_SAID	they said candle or basket	5	4	1	5	["they", " said", " candle", " or", " basket"]	[9930, 531, 26839, 393, 7988]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL	FULL_FRAME	THEY_SAID	they said true or false	5	4	1	5	["they", " said", " true", " or", " false"]	[9930, 531, 2081, 393, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__THEY_SAID__NONE	ENDPOINT_CONTROL	SECOND_ONLY	THEY_SAID	they said false	3	2	1	3	["they", " said", " false"]	[9930, 531, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	CONNECTOR_SECOND	THEY_SAID	they said or false	4	3	1	4	["they", " said", " or", " false"]	[9930, 531, 393, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	FIRST_SECOND	THEY_SAID	they said true false	4	3	1	4	["they", " said", " true", " false"]	[9930, 531, 2081, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	ARBFIRST_SECOND	THEY_SAID	they said candle false	4	3	1	4	["they", " said", " candle", " false"]	[9930, 531, 26839, 3991]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__THEY_SAID__NONE	ENDPOINT_CONTROL	FIRST_REPEAT	THEY_SAID	they said true true	4	3	1	4	["they", " said", " true", " true"]	[9930, 531, 2081, 2081]
TRUE_FALSE											ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__THEY_SAID__NONE	ENDPOINT_CONTROL	REVERSED	THEY_SAID	they said false or true	5	4	1	5	["they", " said", " false", " or", " true"]	[9930, 531, 3991, 393, 2081]
EAST_WEST											CORE_FACTORIAL__EAST_WEST__CC__BARE__NONE	CORE_FACTORIAL	CC	BARE	east and west	3	2	1	3	["east", " and", " west"]	[23316, 290, 7421]
EAST_WEST											CORE_FACTORIAL__EAST_WEST__CA__BARE__NONE	CORE_FACTORIAL	CA	BARE	east and pencil	3	2	1	3	["east", " and", " pencil"]	[23316, 290, 21613]
