# generated_utc	2026-08-15T02:06:36+00:00
# script	probe_v15.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1049
route_id	full_text	source_start	source_end	source_width	span	realised_n_tok	intended_token_ids	realised_token_ids	roundtrip_stable	destination	target_retained	runner_up	margin	winner_peak	target_peak	target_peak_fraction_of_full	target_peak_pos	target_local_winner	target_local_rank	target_local_margin
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	13	18	5	 hitherto muffled by the	5	[45053, 27563, 992, 416, 262]	[45053, 27563, 992, 416, 262]	1	1888	0	1790	0.128214	3.129651	0.401942	0.123374	5	0	34	-2.599495
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	14	19	5	 muffled by the storm	5	[27563, 992, 416, 262, 6388]	[27563, 992, 416, 262, 6388]	1	1888	0	1790	0.198016	3.26251	0.870745	0.267271	5	0	13	-1.37192
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	15	20	5	led by the storm.	5	[992, 416, 262, 6388, 13]	[992, 416, 262, 6388, 13]	1	1888	0	1790	0.343308	2.956231	0.327645	0.100569	4	0	97	-1.963408
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	0	6	6	We all heard a faint cre	6	[1135, 477, 2982, 257, 18107, 1126]	[1135, 477, 2982, 257, 18107, 1126]	1	1888	0	202	0.384594	2.922702	2.054071	0.630488	5	1	1	0.153748
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	1	7	6	 all heard a faint creaking	6	[477, 2982, 257, 18107, 1126, 868]	[477, 2982, 257, 18107, 1126, 868]	1	38	1	1888	0.142854	3.261597	3.261597	1.001133	6	1	1	0.953605
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	2	8	6	 heard a faint creaking,	6	[2982, 257, 18107, 1126, 868, 11]	[2982, 257, 18107, 1126, 868, 11]	1	38	1	1790	0.282958	3.212888	3.212888	0.986182	5	1	1	0.75485
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	3	9	6	 a faint creaking, as	6	[257, 18107, 1126, 868, 11, 355]	[257, 18107, 1126, 868, 11, 355]	1	1888	0	1790	0.4606	3.21932	2.615478	0.80281	4	1	1	0.609141
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	4	10	6	 faint creaking, as of	6	[18107, 1126, 868, 11, 355, 286]	[18107, 1126, 868, 11, 355, 286]	1	1888	0	1790	0.229096	3.307867	2.318589	0.711681	3	1	1	0.579038
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	5	11	6	 creaking, as of ropes	6	[1126, 868, 11, 355, 286, 31001]	[1126, 868, 11, 355, 286, 31001]	1	1888	0	690	0.465418	3.146518	1.135893	0.348657	2	0	9	-0.896403
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	6	12	6	aking, as of ropes and	6	[868, 11, 355, 286, 31001, 290]	[868, 11, 355, 286, 31001, 290]	1	1888	0	1790	0.329756	3.139055	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	7	13	6	, as of ropes and yards	6	[11, 355, 286, 31001, 290, 5695]	[11, 355, 286, 31001, 290, 5695]	1	2911	0	1888	0.29983	2.971398	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	8	14	6	 as of ropes and yards hitherto	6	[355, 286, 31001, 290, 5695, 45053]	[355, 286, 31001, 290, 5695, 45053]	1	2911	0	1888	0.572869	3.367635	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	9	15	6	 of ropes and yards hitherto muff	6	[286, 31001, 290, 5695, 45053, 27563]	[286, 31001, 290, 5695, 45053, 27563]	1	1888	0	1790	0.165669	3.251287	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	10	16	6	 ropes and yards hitherto muffled	6	[31001, 290, 5695, 45053, 27563, 992]	[31001, 290, 5695, 45053, 27563, 992]	1	1888	0	1594	0.079826	3.253194	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	11	17	6	 and yards hitherto muffled by	6	[290, 5695, 45053, 27563, 992, 416]	[290, 5695, 45053, 27563, 992, 416]	1	1594	0	1790	0.098343	3.042969	0.116496	0.035758	5	0	261	-2.327394
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	12	18	6	 yards hitherto muffled by the	6	[5695, 45053, 27563, 992, 416, 262]	[5695, 45053, 27563, 992, 416, 262]	1	1888	0	1790	0.450438	3.370536	0.492934	0.151304	6	0	20	-2.427163
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	13	19	6	 hitherto muffled by the storm	6	[45053, 27563, 992, 416, 262, 6388]	[45053, 27563, 992, 416, 262, 6388]	1	1888	0	1790	0.128214	3.129651	0.719275	0.220778	6	0	20	-1.513142
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	14	20	6	 muffled by the storm.	6	[27563, 992, 416, 262, 6388, 13]	[27563, 992, 416, 262, 6388, 13]	1	1888	0	1790	0.198016	3.26251	0.993586	0.304977	6	0	9	-1.700968
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	0	7	7	We all heard a faint creaking	7	[1135, 477, 2982, 257, 18107, 1126, 868]	[1135, 477, 2982, 257, 18107, 1126, 868]	1	38	1	1888	0.335202	3.257904	3.257904	1.0	7	1	1	1.058958
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	1	8	7	 all heard a faint creaking,	7	[477, 2982, 257, 18107, 1126, 868, 11]	[477, 2982, 257, 18107, 1126, 868, 11]	1	38	1	1888	0.142854	3.261597	3.261597	1.001133	6	1	1	0.953605
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	2	9	7	 heard a faint creaking, as	7	[2982, 257, 18107, 1126, 868, 11, 355]	[2982, 257, 18107, 1126, 868, 11, 355]	1	38	1	1790	0.282958	3.212888	3.212888	0.986182	5	1	1	0.75485
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	3	10	7	 a faint creaking, as of	7	[257, 18107, 1126, 868, 11, 355, 286]	[257, 18107, 1126, 868, 11, 355, 286]	1	1888	0	1790	0.4606	3.21932	2.615478	0.80281	4	1	1	0.609141
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	4	11	7	 faint creaking, as of ropes	7	[18107, 1126, 868, 11, 355, 286, 31001]	[18107, 1126, 868, 11, 355, 286, 31001]	1	1888	0	1790	0.229096	3.307867	2.318589	0.711681	3	1	1	0.579038
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	5	12	7	 creaking, as of ropes and	7	[1126, 868, 11, 355, 286, 31001, 290]	[1126, 868, 11, 355, 286, 31001, 290]	1	1888	0	690	0.465418	3.146518	1.135893	0.348657	2	0	9	-0.896403
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	6	13	7	aking, as of ropes and yards	7	[868, 11, 355, 286, 31001, 290, 5695]	[868, 11, 355, 286, 31001, 290, 5695]	1	1888	0	1790	0.329756	3.139055	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	7	14	7	, as of ropes and yards hitherto	7	[11, 355, 286, 31001, 290, 5695, 45053]	[11, 355, 286, 31001, 290, 5695, 45053]	1	2911	0	1594	0.175222	2.971398	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	8	15	7	 as of ropes and yards hitherto muff	7	[355, 286, 31001, 290, 5695, 45053, 27563]	[355, 286, 31001, 290, 5695, 45053, 27563]	1	2911	0	1888	0.572869	3.367635	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	9	16	7	 of ropes and yards hitherto muffled	7	[286, 31001, 290, 5695, 45053, 27563, 992]	[286, 31001, 290, 5695, 45053, 27563, 992]	1	1888	0	1790	0.165669	3.251287	0.139574	0.042842	7	0	237	-2.323272
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	10	17	7	 ropes and yards hitherto muffled by	7	[31001, 290, 5695, 45053, 27563, 992, 416]	[31001, 290, 5695, 45053, 27563, 992, 416]	1	1888	0	1594	0.079826	3.253194	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	11	18	7	 and yards hitherto muffled by the	7	[290, 5695, 45053, 27563, 992, 416, 262]	[290, 5695, 45053, 27563, 992, 416, 262]	1	1790	0	1594	0.017675	3.060645	0.478704	0.146936	7	0	25	-2.581941
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	12	19	7	 yards hitherto muffled by the storm	7	[5695, 45053, 27563, 992, 416, 262, 6388]	[5695, 45053, 27563, 992, 416, 262, 6388]	1	1888	0	1790	0.450438	3.370536	0.816819	0.250719	7	0	15	-1.534762
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	13	20	7	 hitherto muffled by the storm.	7	[45053, 27563, 992, 416, 262, 6388, 13]	[45053, 27563, 992, 416, 262, 6388, 13]	1	1888	0	1790	0.128214	3.129651	0.719275	0.220778	6	0	20	-1.513142
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	0	8	8	We all heard a faint creaking,	8	[1135, 477, 2982, 257, 18107, 1126, 868, 11]	[1135, 477, 2982, 257, 18107, 1126, 868, 11]	1	38	1	1888	0.335202	3.257904	3.257904	1.0	7	1	1	1.058958
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	1	9	8	 all heard a faint creaking, as	8	[477, 2982, 257, 18107, 1126, 868, 11, 355]	[477, 2982, 257, 18107, 1126, 868, 11, 355]	1	38	1	1888	0.142854	3.261597	3.261597	1.001133	6	1	1	0.953605
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	2	10	8	 heard a faint creaking, as of	8	[2982, 257, 18107, 1126, 868, 11, 355, 286]	[2982, 257, 18107, 1126, 868, 11, 355, 286]	1	38	1	1790	0.282958	3.212888	3.212888	0.986182	5	1	1	0.75485
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	3	11	8	 a faint creaking, as of ropes	8	[257, 18107, 1126, 868, 11, 355, 286, 31001]	[257, 18107, 1126, 868, 11, 355, 286, 31001]	1	1888	0	1790	0.4606	3.21932	2.615478	0.80281	4	1	1	0.609141
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	4	12	8	 faint creaking, as of ropes and	8	[18107, 1126, 868, 11, 355, 286, 31001, 290]	[18107, 1126, 868, 11, 355, 286, 31001, 290]	1	1888	0	1790	0.229096	3.307867	2.318589	0.711681	3	1	1	0.579038
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	5	13	8	 creaking, as of ropes and yards	8	[1126, 868, 11, 355, 286, 31001, 290, 5695]	[1126, 868, 11, 355, 286, 31001, 290, 5695]	1	1888	0	690	0.465418	3.146518	1.135893	0.348657	2	0	9	-0.896403
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	6	14	8	aking, as of ropes and yards hitherto	8	[868, 11, 355, 286, 31001, 290, 5695, 45053]	[868, 11, 355, 286, 31001, 290, 5695, 45053]	1	1888	0	1594	0.276412	3.139055	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	7	15	8	, as of ropes and yards hitherto muff	8	[11, 355, 286, 31001, 290, 5695, 45053, 27563]	[11, 355, 286, 31001, 290, 5695, 45053, 27563]	1	2911	0	1594	0.175222	2.971398	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	8	16	8	 as of ropes and yards hitherto muffled	8	[355, 286, 31001, 290, 5695, 45053, 27563, 992]	[355, 286, 31001, 290, 5695, 45053, 27563, 992]	1	2911	0	1888	0.572869	3.367635	0.11632	0.035704	0	0	985	-2.24455
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	9	17	8	 of ropes and yards hitherto muffled by	8	[286, 31001, 290, 5695, 45053, 27563, 992, 416]	[286, 31001, 290, 5695, 45053, 27563, 992, 416]	1	1888	0	1790	0.16567	3.251289	0.139576	0.042842	7	0	237	-2.32327
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	10	18	8	 ropes and yards hitherto muffled by the	8	[31001, 290, 5695, 45053, 27563, 992, 416, 262]	[31001, 290, 5695, 45053, 27563, 992, 416, 262]	1	1888	0	1594	0.079826	3.253194	0.461411	0.141628	8	0	24	-2.560021
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	11	19	8	 and yards hitherto muffled by the storm	8	[290, 5695, 45053, 27563, 992, 416, 262, 6388]	[290, 5695, 45053, 27563, 992, 416, 262, 6388]	1	1790	0	1594	0.017676	3.060642	0.88364	0.27123	8	0	15	-1.512449
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	12	20	8	 yards hitherto muffled by the storm.	8	[5695, 45053, 27563, 992, 416, 262, 6388, 13]	[5695, 45053, 27563, 992, 416, 262, 6388, 13]	1	1888	0	1790	0.450438	3.370535	0.816816	0.250718	7	0	15	-1.534765
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	0	9	9	We all heard a faint creaking, as	9	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355]	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355]	1	38	1	1888	0.335202	3.257902	3.257902	0.999999	7	1	1	1.058957
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	1	10	9	 all heard a faint creaking, as of	9	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286]	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286]	1	38	1	1888	0.142858	3.2616	3.2616	1.001134	6	1	1	0.953607
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	2	11	9	 heard a faint creaking, as of ropes	9	[2982, 257, 18107, 1126, 868, 11, 355, 286, 31001]	[2982, 257, 18107, 1126, 868, 11, 355, 286, 31001]	1	38	1	1790	0.282956	3.212885	3.212885	0.986181	5	1	1	0.754847
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	3	12	9	 a faint creaking, as of ropes and	9	[257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	[257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	1	1888	0	1790	0.4606	3.219318	2.615481	0.802811	4	1	1	0.609143
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	4	13	9	 faint creaking, as of ropes and yards	9	[18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	[18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	1	1888	0	1790	0.229096	3.307868	2.318592	0.711682	3	1	1	0.579041
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	5	14	9	 creaking, as of ropes and yards hitherto	9	[1126, 868, 11, 355, 286, 31001, 290, 5695, 45053]	[1126, 868, 11, 355, 286, 31001, 290, 5695, 45053]	1	1888	0	1594	0.237071	3.146517	1.135891	0.348657	2	0	9	-0.896404
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	6	15	9	aking, as of ropes and yards hitherto muff	9	[868, 11, 355, 286, 31001, 290, 5695, 45053, 27563]	[868, 11, 355, 286, 31001, 290, 5695, 45053, 27563]	1	1888	0	1594	0.27641	3.139052	0.116321	0.035704	0	0	985	-2.244549
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	7	16	9	, as of ropes and yards hitherto muffled	9	[11, 355, 286, 31001, 290, 5695, 45053, 27563, 992]	[11, 355, 286, 31001, 290, 5695, 45053, 27563, 992]	1	2911	0	1594	0.175221	2.971397	0.116321	0.035704	0	0	985	-2.244549
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	8	17	9	 as of ropes and yards hitherto muffled by	9	[355, 286, 31001, 290, 5695, 45053, 27563, 992, 416]	[355, 286, 31001, 290, 5695, 45053, 27563, 992, 416]	1	2911	0	1888	0.57287	3.367639	0.116321	0.035704	0	0	985	-2.244549
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	9	18	9	 of ropes and yards hitherto muffled by the	9	[286, 31001, 290, 5695, 45053, 27563, 992, 416, 262]	[286, 31001, 290, 5695, 45053, 27563, 992, 416, 262]	1	1888	0	1790	0.16567	3.251289	0.578712	0.177633	9	0	16	-2.403844
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	10	19	9	 ropes and yards hitherto muffled by the storm	9	[31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388]	[31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388]	1	1888	0	1594	0.079826	3.253194	0.946938	0.290659	9	0	12	-1.452383
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	11	20	9	 and yards hitherto muffled by the storm.	9	[290, 5695, 45053, 27563, 992, 416, 262, 6388, 13]	[290, 5695, 45053, 27563, 992, 416, 262, 6388, 13]	1	1790	0	1594	0.017676	3.060642	0.88364	0.27123	8	0	15	-1.512449
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	0	10	10	We all heard a faint creaking, as of	10	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355, 286]	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355, 286]	1	38	1	1888	0.335202	3.257902	3.257902	0.999999	7	1	1	1.058957
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	1	11	10	 all heard a faint creaking, as of ropes	10	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001]	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001]	1	38	1	1888	0.142858	3.2616	3.2616	1.001134	6	1	1	0.953607
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	2	12	10	 heard a faint creaking, as of ropes and	10	[2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	[2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	1	38	1	1790	0.282956	3.212885	3.212885	0.986181	5	1	1	0.754847
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	3	13	10	 a faint creaking, as of ropes and yards	10	[257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	[257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	1	1888	0	1790	0.4606	3.219318	2.615481	0.802811	4	1	1	0.609143
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	4	14	10	 faint creaking, as of ropes and yards hitherto	10	[18107, 1126, 868, 11, 355, 286, 31001, 290, 5695, 45053]	[18107, 1126, 868, 11, 355, 286, 31001, 290, 5695, 45053]	1	1888	0	1790	0.229096	3.307868	2.318592	0.711682	3	1	1	0.579041
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	5	15	10	 creaking, as of ropes and yards hitherto muff	10	[1126, 868, 11, 355, 286, 31001, 290, 5695, 45053, 27563]	[1126, 868, 11, 355, 286, 31001, 290, 5695, 45053, 27563]	1	1888	0	1594	0.237071	3.146517	1.135891	0.348657	2	0	9	-0.896404
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	6	16	10	aking, as of ropes and yards hitherto muffled	10	[868, 11, 355, 286, 31001, 290, 5695, 45053, 27563, 992]	[868, 11, 355, 286, 31001, 290, 5695, 45053, 27563, 992]	1	1888	0	1594	0.27641	3.139052	0.116321	0.035704	0	0	985	-2.244549
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	7	17	10	, as of ropes and yards hitherto muffled by	10	[11, 355, 286, 31001, 290, 5695, 45053, 27563, 992, 416]	[11, 355, 286, 31001, 290, 5695, 45053, 27563, 992, 416]	1	2911	0	1594	0.175221	2.971397	0.116321	0.035704	0	0	985	-2.244549
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	8	18	10	 as of ropes and yards hitherto muffled by the	10	[355, 286, 31001, 290, 5695, 45053, 27563, 992, 416, 262]	[355, 286, 31001, 290, 5695, 45053, 27563, 992, 416, 262]	1	2911	0	1790	0.271863	3.367639	0.298889	0.091743	10	0	61	-2.796888
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	9	19	10	 of ropes and yards hitherto muffled by the storm	10	[286, 31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388]	[286, 31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388]	1	1888	0	1790	0.16567	3.251289	1.027252	0.315311	10	0	9	-1.462591
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	10	20	10	 ropes and yards hitherto muffled by the storm.	10	[31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388, 13]	[31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388, 13]	1	1888	0	1594	0.079826	3.253194	0.946938	0.290659	9	0	12	-1.452383
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	0	11	11	We all heard a faint creaking, as of ropes	11	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001]	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001]	1	38	1	1888	0.335202	3.257902	3.257902	0.999999	7	1	1	1.058957
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	1	12	11	 all heard a faint creaking, as of ropes and	11	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	1	38	1	1888	0.142858	3.2616	3.2616	1.001134	6	1	1	0.953607
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	2	13	11	 heard a faint creaking, as of ropes and yards	11	[2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	[2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	1	38	1	1790	0.282956	3.212885	3.212885	0.986181	5	1	1	0.754847
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	3	14	11	 a faint creaking, as of ropes and yards hitherto	11	[257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695, 45053]	[257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695, 45053]	1	1888	0	1594	0.332954	3.219318	2.615481	0.802811	4	1	1	0.609143
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	4	15	11	 faint creaking, as of ropes and yards hitherto muff	11	[18107, 1126, 868, 11, 355, 286, 31001, 290, 5695, 45053, 27563]	[18107, 1126, 868, 11, 355, 286, 31001, 290, 5695, 45053, 27563]	1	1888	0	1790	0.229096	3.307868	2.318592	0.711682	3	1	1	0.579041
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	5	16	11	 creaking, as of ropes and yards hitherto muffled	11	[1126, 868, 11, 355, 286, 31001, 290, 5695, 45053, 27563, 992]	[1126, 868, 11, 355, 286, 31001, 290, 5695, 45053, 27563, 992]	1	1888	0	1594	0.237071	3.146517	1.135891	0.348657	2	0	9	-0.896404
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	6	17	11	aking, as of ropes and yards hitherto muffled by	11	[868, 11, 355, 286, 31001, 290, 5695, 45053, 27563, 992, 416]	[868, 11, 355, 286, 31001, 290, 5695, 45053, 27563, 992, 416]	1	1888	0	1594	0.27641	3.139052	0.116321	0.035704	0	0	985	-2.244549
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	7	18	11	, as of ropes and yards hitherto muffled by the	11	[11, 355, 286, 31001, 290, 5695, 45053, 27563, 992, 416, 262]	[11, 355, 286, 31001, 290, 5695, 45053, 27563, 992, 416, 262]	1	1790	0	2911	0.077801	3.049198	0.229354	0.070399	11	0	99	-2.819844
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	8	19	11	 as of ropes and yards hitherto muffled by the storm	11	[355, 286, 31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388]	[355, 286, 31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388]	1	2911	0	1790	0.271863	3.367639	0.796516	0.244487	11	0	15	-1.683074
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	9	20	11	 of ropes and yards hitherto muffled by the storm.	11	[286, 31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388, 13]	[286, 31001, 290, 5695, 45053, 27563, 992, 416, 262, 6388, 13]	1	1888	0	1790	0.16567	3.251289	1.027252	0.315311	10	0	9	-1.462591
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	0	12	12	We all heard a faint creaking, as of ropes and	12	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	[1135, 477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290]	1	38	1	1888	0.335202	3.257902	3.257902	0.999999	7	1	1	1.058957
MELVILLE_CREAKING	We all heard a faint creaking, as of ropes and yards hitherto muffled by the storm.	1	13	12	 all heard a faint creaking, as of ropes and yards	12	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	[477, 2982, 257, 18107, 1126, 868, 11, 355, 286, 31001, 290, 5695]	1	38	1	1888	0.142858	3.2616	3.2616	1.001134	6	1	1	0.953607
